Code,Description
593.8,OTHER
593.9,UNSPECIFIED
594,CALCULUS OF LOWER URINARY TRACT
594.0,CALCULUS IN DIVERTICULUM OF BLADDER
594.1,OTHER CALCULUS IN BLADDER
594.2,CALCULUS IN URETHRA
594.8,OTHER LOWER URINARY TRACT CALCULUS
594.9,UNSPECIFIED
595,CYSTITIS
5950,ACUTE CYSTITIS
595.1,CHRONIC INTERSTITIAL CYSTITIS
595.2,OTHER CHRONIC CYSTITIS
595.3,TRIGONITIS
595.4,CYSTITIS IN DISEASES CLASSIFIED ELSEWHERE
595.8,OTHER
595.9,UNSPECIFIED
596,OTHER DISORDERS OF BLADDER
596.0,BLADDER-NECK OBSTRUCTION
596.1,INTESTINOVESICAL FISTULA
596.2,"VESICAL FISTULA, NOT ELSEWHERE CLASSIFIED"
596.3,DIVERTICULUM OF BLADDER
596.4,ATONY OF BLADDER
596.5,OTHER FUNCTIONAL DISORDERS OF BLADDER
596.6,"RUPTURE OF BLADDER, NONTRAUMATIC"
596.7,HAEMORRHAGE INTO BLADDER WALL
596.8,OTHER
596.9,UNSPECIFIED
597,"URETHRITIS, NOT SEXUALLY TRANSMITTED, AND URETHRAL SYNDROME"
597.0,URETHRAL ABSCESS
597.8,OTHER URETHRITIS
598,URETHRAL STRICTURE
598.0,INFECTIVE
598.1,TRAUMATIC
598.2,POSTOPERATIVE
598.8,OTHER
598.9,UNSPECIFIED
599,OTHER DISORDERS OF URETHRA AND URINARY TRACT
599.0,"URINARY TRACT INFECTION, SITE NOT SPECIFIED"
599.1,URETHRAL FISTULA
599.2,URETHRAL DIVERTICULUM
599.3,URETHRAL CARUNCLE
599.4,URETHRAL FALSE PASSAGE
599.5,PROLAPSED URETHRAL MUCOSA
599.6,"URINARY OBSTRUCTION, UNSPECIFIED"
599.7,HAEMATURIA
599.8,OTHER
599.9,UNSPECIFIED
600,HYPERPLASIA OF PROSTRATE
601,INFLAMMATORY DISEASES OF PROSTRATE
601.0,ACUTE PROSTATITIS
601.1,CHRONIC PROSTATITIS
601.2,ABSCESS OF PROSTATE
601.3,PROSTATOCYSTITIS
601.4,PROSTATITIS IN DISEASES CLASSIFIED ELSEWHERE
601.8,OTHER
601.9,UNSPECIFIED
602,OTHER DISORDERS OF PROSTATE
602.0,CALCULUS OF PROSTATE
602.1,CONGESTION OR HAEMORRHAGE OF PROSTATE
602.2,ATROPHY OF PROSTATE
602.8,OTHER
602.9,UNSPECIFIED
603,HYDROCELE
603.0,ENCYSTED HYDROCELE
603.1,INFECTED HYDROCELE
603.8,OTHER
603.9,UNSPECIFIED
604,ORCHITIS AND EPIDIDYMITIS
604.0,"ORCHITIS, EPIDIDYMITIS AND EPIDIDYMO-ORCHITIS, WITH ABSCESS"
604.9,"ORCHITIS, EPIDIDYMITIS AND EPIDIDYMO-ORCHITIS, WITHOUT MENTION OF ABSCESS"
605,REDUNDANT PREPUCE AND PHIMOSIS
606,"INFERTILITY, MALE"
607,DISORDERS OF PENIS
607.0,LEUKOPLAKIA OF PENIS
607.1,BALANOPOSTHITIS
607.2,OTHER INFLAMMATORY DISORDERS OF PENIS
607.3,PRIAPISM
607.8,OTHER
607.9,UNSPECIFIED
608,OTHER DISORDERS OF MALE GENITAL ORGANS
608.0,SEMINAL VESICULITIS
608.1,SPERMATOCELE
608.2,TORSION OF TESTIS
608.3,ATROPHY OF TESTIS
608.4,OTHER INFLAMMATORY DISORDERS OF MALE GENITAL ORGANS
608.8,OTHER
608.9,UNSPECIFIED
610,BENIGN MAMMARY DYSPLASIAS
610.0,SOLITARY CYST OF BREAST
610.1,DIFFUSE CYSTIC MASTOPATHY
610.2,FIBROADENOSIS OF BREAST
610.3,FIBROSCLEROSIS OF BREAST
610.4,MAMMARY DUCT ECTASIA
610.8,OTHER
610.9,"MAMMARY DYSPLASIA, UNSPECIFIED"
611,OTHER DISORDERS OF BREAST
611.0,INFLAMMATORY DISEASE OF BREAST
611.1,HYPERTROPHY OF BREAST
611.2,FISSURE OF NIPPLE
611.3,FAT NECROSIS OF BREAST
611.4,ATROPHY OF BREAST
611.5,GALACTOCELE
611.6,GALACTORRHOEA NOT ASSOCIATED WITH CHILDBIRTH
611.7,SIGNS AND SYMPTOMS IN BREAST
611.8,OTHER
611.9,UNSPECIFIED
614,"INFLAMMATORY DISEASE OF OVARY, FALLOPIAN TUBE, PELVIC CELLULAR TISSUE"
,AND PERITONEUM
614.0,ACUTE SALPINGITIS AND OOPHORITIS
614.1,CHRONIC SALPINGITIS AND OOPHORITIS
614.2,"SALPINGITIS AND OOPHORITIS, NOT SPECIFIED AS ACUTE, SUBACUTE OR CHRONIC"
614.3,ACUTE PARAMETRITIS AND PELVIC CELLULITIS
614.4,CHRONIC OR UNSPECIFIED PARAMETRITIS AND PELVIC CELLULITIS
614.5,"ACUTE OR UNSPECIFIED PELVIC PERITONITIS, FEMALE"
614.6,"PELVIC PERITONEAL ADHESIONS, FEMALE"
614.7,"OTHER CHRONIC PELVIC PERITONITIS, FEMALE"
614.8,OTHER SPECIFIED INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS AND TISSUES
614.9,UNSPECIFIED INFLAMMATORY DISEASE OF FEMALE PELVIC ORGANS AND TISSUES
615,"INFLAMMATORY DISEASES OF UTERUS, EXCEPT CERVIX"
615.0,ACUTE
615.1,CHRONIC
615.9,UNSPECIFIED
616,"INFLAMMATORY DISEASE OF CERVIX, VAGINA AND VULVA"
616.0,CERVICITIS AND ENDOCERVICITIS
616.1,VAGINITIS AND VULVOVAGINITIS
616.2,CYST OF BARTHOLIN'S GLAND
616.3,ABSCESS OF BARTHOLIN'S GLAND
616.4,OTHER ABSCESS OF VULVA
616.5,ULCERATION OF VULVA
616.8,OTHER
616.9,UNSPECIFIED
617,ENDOMETRIOSIS
617.0,UTERUS
617.1,OVARY
617.2,FALLOPIAN TUBE
617.3,PELVIC PERITONEUM
617.4,RECTOVAGINAL SEPTUM AND VAGINA
617.5,INTESTINE
617.6,ENDOMETRIOSIS IN SCAR OR SKIN
617.8,OTHER SPECIFIED SITES
617.9,SITE UNSPECIFIED
618,GENITAL PROLAPSE
618.0,"PROLAPSE OF VAGINAL WALLS, WITHOUT MENTION OF UTERINE PROLAPSE"
618.1,UTERINE PROLAPSE WITHOUT MENTION OF VAGINAL WALL PROLAPSE
618.2,"UTEROVAGINAL PROLAPSE, INCOMPLETE"
618.3,"UTEROVAGINAL PROLAPSE, COMPLETE"
618.4,"UTEROVAGINAL PROLAPSE, UNSPECIFIED"
618.5,PROLAPSE OF VAGINAL VAULT AFTER HYSTERECTOMY
618.6,"VAGINAL ENTEROCELE, CONGENITAL OR ACQUIRED"
618.7,OLD LACERATION OF MUSCLES OF PELVIC FLOOR
618.8,OTHER
618.9,UNSPECIFIED
619,FISTULAE INVOLVING FEMALE GENITAL TRACT
619.0,"URINARY - GENITAL TRACT FISTULAE, FEMALE"
619.1,"DIGESTIVE - GENITAL TRACT FISTULAE, FEMALE"
619.2,"GENITAL TRACT - SKIN FISTULAE, FEMALE"
619.8,OTHER
619.9,UNSPECIFIED FISTULA INVOLVING FEMALE GENITAL TRACT
620,"NONINFLAMMATORY DISORDERS OF OVARY, FALLOPIAN TUBE AND BROAD LIGAMENT"
620.0,FOLLICULAR CYST OF OVARY
620.1,CORPUS LUTEUM CYST OR HAEMATOMA
620.2,OTHER AND UNSPECIFIED OVARIAN CYST
620.3,ACQUIRED ATROPHY OF OVARY AND FALLOPIAN TUBE
620.4,PROLAPSE OR HERNIA OF OVARY AND FALLOPIAN TUBE
620.5,"TORSION OF OVARY, OVARIAN PEDICLE OR FALLOPIAN TUBE"
620.6,BROAD LIGAMENT LACERATION SYNDROME
620.7,HAEMATOMA OF BROAD LIGAMENT
620.8,OTHER
620.9,UNSPECIFIED
621,"DISORDERS OF UTERUS, NOT ELSEWHERE CLASSIFIED"
621.0,POLYP OF CORPUS UTERI
621.1,CHRONIC SUBINVOLUTION OF UTERUS
621.2,HYPERTROPHY OF UTERUS
621.3,ENDOMETRIAL CYSTIC HYPERPLASIA
621.4,HAEMATOMETRA
621.5,INTRAUTERINE SYNECHIAE
621.6,MALPOSITION OF UTERUS
621.7,CHRONIC INVERSION OF UTERUS
621.8,OTHER
621.9,UNSPECIFIED DISORDERS OF UTERUS
622,NONINFLAMMATORY DISORDERS OF CERVIX
622.0,EROSION AND ECTROPION OF CERVIX
622.1,DYSPLASIA OF CERVIX (UTERI)
622.2,LEUKOPLAKIA OF CERVIX (UTERI)
622.3,OLD LACERATION OF CERVIX
622.4,STRICTURE AND STENOSIS OF CERVIX
622.5,INCOMPETENCE OF CERVIX
622.6,HYPERTROPHIC ELONGATION OF CERVIX
622.7,MUCOUS POLYP OF CERVIX
622.8,OTHER
622.9,UNSPECIFIED
623,NONINFLAMMATORY DISORDERS OF VAGINA
623.0,DYSPLASIA OF VAGINA
623.1,LEUKOPLAKIA OF VAGINA
623.2,STRICTURE OR ATRESIA OF VAGINA
623.3,TIGHT HYMENAL RING
623.4,OLD VAGINAL LACERATION
623.5,"LEUKORRHOEA, NOT SPECIFIED AS INFECTIVE"
623.6,VAGINAL HAEMATOMA
623.7,POLYP OF VAGINA
623.8,OTHER
623.9,UNSPECIFIED
624,NONINFLAMMATORY DISORDERS OF VULVA AND PERINEUM
624.0,DYSTROPHY OF VULVA
624.1,ATROPHY OF VULVA
624.2,HYPERTROPHY OF CLITORIS
624.3,HYPERTROPHY OF LABIA
624.4,OLD LACERATION OR SCARRING OF VULVA
624.5,HAEMATOMA OF VULVA
624.6,POLYP OF LABIA AND VULVA
624.8,OTHER
624.9,UNSPECIFIED
625,PAIN AND OTHER SYMPTOMS ASSOCIATED WITH FEMALE GENITAL ORGANS
625.0,DYSPAREUNIA
625.1,VAGINISMUS
625.2,MITTELSCHMERZ
625.3,DYSMENORRHOEA
625.4,PREMENSTRUAL TENSION SYNDROMES
625.5,PELVIC CONGESTION SYNDROME
625.6,"STRESS INCONTINENCE, FEMALE"
625.8,OTHER
625.9,UNSPECIFIED
626,DISORDERS OF MENSTRUATION AND OTHER ABNORMAL BLEEDING FROM FEMALE
626,GENITAL TRACT
6260,ABSENCE OF MENSTRUATION
626.1,SCANTY OR INFREQUENT MENSTRUATION
626.2,EXCESSIVE OR FREQUENT MENSTRUATION
626.3,PUBERTY BLEEDING
626.4,IRREGULAR MENSTRUAL CYCLE
626.5,OVULATION BLEEDING
626.6,METRORRHAGIA
626.7,POSTCOITAL BLEEDING
626.8,OTHER
626.9,UNSPECIFIED
627,MENOPAUSAL AND POSTMENOPAUSAL DISORDERS
627.0,PREMENOPAUSAL MENORRHAGIA
627.1,POSTMENOPAUSAL BLEEDING
627.2,MENOPAUSAL OR FEMALE CLIMACTERIC STATES
627.3,POSTMENOPAUSAL ATROPHIC VAGINITIS
627.4,STATES ASSOCIATED WITH ARTIFICIAL MENOPAUSE
627.8,OTHER
627.9,UNSPECIFIED
628,"INFERTILITY, FEMALE"
628.0,ASSOCIATED WITH ANOVULATION
628.1,OF PITUITARY-HYPOTHALAMIC ORIGIN
628.2,OF TUBAL ORIGIN
628.3,OF UTERINE ORIGIN
628.4,OF CERVICAL OR VAGINAL ORIGIN
628.8,OF OTHER SPECIFIED ORIGIN
628.9,OF UNSPECIFIED ORIGIN
629,OTHER DISORDERS OF FEMALE GENITAL ORGANS
629.0,"HAEMATOCELE, FEMALE"
629.1,"HYDROCELE, CANAL OF NUCK"
629.8,OTHER
629.9,UNSPECIFIED
