Code,Description
747.9,UNSPECIFIED ANOMALIES OF CIRCULATORY SYSTEM
748,CONGENITAL ANOMALIES OF RESPIRATORY SYSTEM
748.0,CHOANAL ATRESIA
748.1,OTHER ANOMALIES OF NOSE
748.2,WEB OF LARYNX
748.3,"OTHER ANOMALIES OF LARYNX, TRACHEA AND BRONCHUS"
748.4,CONGENITAL CYSTIC LUNG
748.5,"AGENESIS, HYPOPLASIA AND DYSPLASIA OF LUNG"
748.6,OTHER ANOMALIES OF LUNG
748.8,OTHER SPECIFIED ANOMALIES OF RESPIRATORY SYSTEM
748.9,UNSPECIFIED ANOMALIES OF RESPIRATORY SYSTEM
749,CLEFT PALATE AND CLEFT LIP
749.0,CLEFT PALATE
749.1,CLEFT LIP
749.2,CLEFT PALATE WITH CLEFT LIP
750,OTHER CONGENITAL ANOMALIES OF UPPER ALIMENTARY TRACT
750.0,TONGUE TIE
750.1,OTHER ANOMALIES OF TONGUE
750.2,OTHER SPECIFIED ANOMALIES OF MOUTH AND PHARYNX
750.3,"TRACHEO-OESOPHAGEAL FISTULA, OESOPHAGEAL ATRESIA AND STENOSIS"
750.4,OTHER SPECIFIED ANOMALIES OF OESOPHAGUS
750.5,CONGENITAL HYPERTROPHIC PYLORIC STENOSIS
750.6,CONGENITAL HIATUS HERNIA
750.7,OTHER SPECIFIED ANOMALIES OF STOMACH
750.8,OTHER SPECIFIED ANOMALIES OF UPPER ALIMENTARY TRACT
750.9,UNSPECIFIED ANOMALIES OF UPPER ALIMENTARY TRACT
751,OTHER CONGENITAL ANOMALIES OF DIGESTIVE SYSTEM
751.0,MECKEL'S DIVERTICULUM
751.1,ATRESIA AND STENOSIS OF SMALL INTESTINE
751.2,"ATRESIA AND STENOSIS OF LARGE INTESTINE, RECTUM AND ANAL CANAL"
751.3,HIRSCHSPRUNG'S DISEASE AND OTHER CONGENITAL FUNCTIONAL DISORDERS OF COLON
751.4,ANOMALIES OF INTESTINAL FIXATION
751.5,OTHER ANOMALIES OF INTESTINE
751.6,"ANOMALIES OF GALLBLADDER, BILE DUCTS AND LIVER"
751.7,ANOMALIES OF PANCREAS
751.8,OTHER SPECIFIED ANOMALIES OF DIGESTIVE SYSTEM
751.9,UNSPECIFIED ANOMALIES OF DIGESTIVE SYSTEM
752,CONGENITAL ANOMALIES OF GENITAL ORGANS
752.0,ANOMALIES OF OVARIES
752.1,ANOMALIES OF FALLOPIAN TUBES AND BROAD LIGAMENTS
752.2,DOUBLING OF UTERUS
752.3,OTHER ANOMALIES OF UTERUS
752.4,"ANOMALIES OF CERVIX, VAGINA AND EXTERNAL FEMALE GENITALIA"
752.5,UNDESCENDED TESTICLE
752.6,HYPOSPADIAS AND EPISPADIAS
752.7,INDETERMINATE SEX AND PSEUDOHERMAPHRODITISM
752.8,OTHER SPECIFIED ANOMALIES OF GENITAL ORGANS
752.9,UNSPECIFIED ANOMALIES OF GENITAL ORGANS
753,CONGENITAL ANOMALIES OF URINARY SYSTEM
753.0,RENAL AGENESIS AND DYSGENESIS
753.1,CYSTIC KIDNEY DISEASE
753.2,OBSTRUCTIVE DEFECTS OF RENAL PELVIS AND URETER
753.3,OTHER SPECIFIED ANOMALIES OF KIDNEY
753.4,OTHER SPECIFIED ANOMALIES OF URETER
753.5,EXSTROPHY OF URINARY BLADDER
753.6,ATRESIA AND STENOSIS OF URETHRA AND BLADDER NECK
753.7,ANOMALIES OF URACHUS
753.8,OTHER SPECIFIED ANOMALIES OF BLADDER AND URETHRA
753.9,UNSPECIFIED ANOMALIES OF URINARY SYSTEM
754,CERTAIN CONGENITAL MUSCULOSKELETAL DEFORMITIES
754.0,"OF SKULL, FACE AND JAW"
754.1,OF STERNOCLEIDOMASTOID MUSCLE
754.2,OF SPINE
754.3,CONGENITAL DISLOCATION OF HIP
754.4,CONGENITAL GENU RECURVATUM AND BOWING OF LONG BONES OF LEG
754.5,VARUS DEFORMITIES OF FEET
754.6,VALGUS DEFORMITIES OF FEET
754.7,OTHER DEFORMITIES OF FEET
754.8,OTHER SPECIFIED
755,OTHER CONGENITAL ANOMALIES OF LIMBS
755.0,POLYDACTYLY
755.1,SYNDACTYLY
755.2,REDUCTION DEFORMITIES OF UPPER LIMB
755.3,REDUCTION DEFORMITIES OF LOWER LIMB
755.4,"REDUCTION DEFORMITIES, UNSPECIFIED LIMB"
755.5,"OTHER ANOMALIES OF UPPER LIMB, INCLUDING SHOULDER GIRDLE"
755.6,"OTHER ANOMALIES OF LOWER LIMB, INCLUDING PELVIC GIRDLE"
755.8,OTHER SPECIFIED ANOMALIES OF UNSPECIFIED LIMB
755.9,UNSPECIFIED ANOMALIES OF UNSPECIFIED LIMB
756,OTHER CONGENITAL MUSCULOSKELETAL ANOMALIES
756.0,ANOMALIES OF SKULL AND FACE BONES
756.1,ANOMALIES OF SPINE
756.2,CERVICAL RIB
756.3,OTHER ANOMALIES OF RIBS AND STERNUM
756.4,CHONDRODYSTROPHY
756.5,OSTEODYSTROPHIES
756.6,ANOMALIES OF DIAPHRAGM
756.7,ANOMALIES OF ABDOMINAL WALL
756.8,"OTHER SPECIFIED ANOMALIES OF MUSCLE, TENDON, FASCIA AND CONNECTIVE TISSUE"
756.9,UNSPECIFIED ANOMALIES OF MUSCULOSKELETAL SYSTEM
757,CONGENITAL ANOMALIES OF THE INTEGUMENT
757.0,HEREDITARY OEDEMA OF LEGS
757.1,ICHTHYOSIS CONGENITA
757.2,DERMATOGLYPHIC ANOMALIES
757.3,OTHER SPECIFIED ANOMALIES OF SKIN
757.4,SPECIFIED ANOMALIES OF HAIR
757.5,SPECIFIED ANOMALIES OF NAILS
757.6,SPECIFIED ANOMALIES OF BREAST
757.8,OTHER SPECIFIED ANOMALIES OF THE INTEGUMENT
757.9,UNSPECIFIED ANOMALIES OF THE INTEGUMENT
758,CHROMOSOMAL ANOMALIES
758.0,DOWN'S SYNDROME
758.1,PATAU'S SYNDROME
758.2,EDWARD'S SYNDROME
758.3,AUTOSOMAL DELETION SYNDROMES
758.4,BALANCED AUTOSOMAL TRANSLOCATION IN NORMAL INDIVIDUAL
758.5,OTHER CONDITIONS DUE TO AUTOSOMAL ANOMALIES
758.6,GONADAL DYSGENESIS
758.7,KLINEFELTER'S SYNDROME
758.8,OTHER CONDITIONS DUE TO SEX CHROMOSOME ANOMALIES
758.9,CONDITIONS DUE TO ANOMALY OF UNSPECIFIED CHROMOSOME
759,OTHER AND UNSPECIFIED CONGENITAL ANOMALIES
759.0,ANOMALIES OF SPLEEN
759.1,ANOMALIES OF ADRENAL GLAND
759.2,ANOMALIES OF OTHER ENDOCRINE GLANDS
759.3,SITUS INVERSUS
759.4,CONJOINED TWINS
759.5,TUBEROUS SCLEROSIS
759.6,"OTHER HAMARTOSES, NOT ELSEWHERE CLASSIFIED"
759.7,"MULTIPLE CONGENITAL ANOMALIES, SO DESCRIBED"
759.8,OTHER SPECIFIED ANOMALIES
759.9,"CONGENITAL ANOMALY, UNSPECIFIED"
