Code,Description
525,OTHER DISEASES AND CONDITIONS OF THE TEETH AND SUPPORTING STRUCTURES
525.0,EXFOLIATION OF TEETH DUE TO SYSTEMIC CAUSES
525.1,"LOSS OF TEETH DUE TO ACCIDENT, EXTRACTION OR LOCAL PERIODONTAL DISEASE"
525.2,ATROPHY OF EDENTULOUS ALVEOLAR RIDGE
525.3,RETAINED DENTAL ROOT
525.8,OTHER
525.9,UNSPECIFIED
526,DISEASES OF THE JAWS
526.0,DEVELOPMENTAL ODONTOGENIC CYSTS
526.1,FISSURAL CYSTS OF JAW
526.2,OTHER CYSTS OF JAWS
526.3,CENTRAL GIANT CELL (REPARATIVE) GRANULOMA
526.4,INFLAMMATORY CONDITIONS
526.5,ALVEOLITIS OF JAW
526.8,OTHER DISEASES OF THE JAWS
526.9,UNSPECIFIED
527,DISEASES OF THE SALIVARY GLANDS
527.0,ATROPHY
527.1,HYPERTROPHY
527.2,SIALOADENITIS
527.3,ABSCESS
527.4,FISTULA
527.5,SIALOLITHIASIS
527.6,MUCOCELE
527.7,DISTURBANCE OF SALIVARY SECRETION
527.8,OTHER
527.9,UNSPECIFIED DISEASE OF THE SALIVARY GLANDS
528,"DISEASES OF THE ORAL SOFT TISSUES, EXCLUDING LESIONS SPECIFIC FOR"
528.0,"GINGIVA AND TONGUE
STOMATITIS"
528.1,CANCRUM ORIS
528.2,ORAL APHTHAE
528.3,CELLULITIS AND ABSCESS
528.4,CYSTS
528.5,DISEASES OF LIPS
528.6,"LEUKOPLAKIA OF ORAL MUCOSA, INCLUDING TONGUE"
528.7,"OTHER DISTURBANCES OF ORAL EPITHELIUM, INCLUDING TONGUE"
528.8,"ORAL SUBMUCOUS FIBROSIS, INCLUDING OF TONGUE"
528.9,OTHER AND UNSPECIFIED
529,DISEASES AND OTHER CONDITIONS OF THE TONGUE
529.0,GLOSSITIS
529.1,GEOGRAPHIC TONGUE
529.2,MEDIAN RHOMBOID GLOSSITIS
529.3,HYPERTROPHY OF TONGUE PAPILLAE
529.4,ATROPHY OF TONGUE PAPILLAE
529.5,PLICATED TONGUE
529.6,GLOSSODYNIA
529.8,OTHER CONDITIONS OF THE TONGUE
529.9,UNSPECIFIED
530,DISEASES OF OESOPHAGUS
530.0,ACHALASIA AND CARDIOSPASM
530.1,OESOPHAGITIS
530.2,ULCER OF OESOPHAGUS
530.3,STRICTURE AND STENOSIS OF OESOPHAGUS
530.4,PERFORATION OF OESOPHAGUS
530.5,DYSKINESIA OF OESOPHAGUS
530.6,"DIVERTICULUM OF OESOPHAGUS, ACQUIRED"
530.7,GASTRO-OESOPHAGEAL LACERATION-HAEMORRHAGE SYNDROME
530.8,OTHER DISORDERS OF OESOPHAGUS
530.9,UNSPECIFIED
531,GASTRIC ULCER
531.0,ACUTE WITH HAEMORRHAGE
531.1,ACUTE WITH PERFORATION
531.2,ACUTE WITH HAEMORRHAGE AND PERFORATION
531.3,ACUTE WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
531.4,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE
531.5,CHRONIC OR UNSPECIFIED WITH PERFORATION
531.6,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE AND PERFORATION
531.7,CHRONIC WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
531.9,OR PERFORATION
531.9,"UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HAEMORRHAGE"
532,DUODENAL ULCER
532.0,ACUTE WITH HAEMORRHAGE
532.1,ACUTE WITH PERFORATION
532.2,ACUTE WITH HAEMORRHAGE AND PERFORATION
532.3,ACUTE WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
532.4,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE
532.5,CHRONIC OR UNSPECIFIED WITH PERFORATION
532.6,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE AND PERFORATION
532.7,CHRONIC WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
532.9,"UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HAEMORRHAGE"
533,"OR PERFORATION
PEPTIC ULCER, SITE UNSPECIFIED"
533.0,ACUTE WITH HAEMORRHAGE
533.1,ACUTE WITH PERFORATION
533.2,ACUTE WITH HAEMORRHAGE AND PERFORATION
533.3,ACUTE WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
533.4,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE
533.5,CHRONIC OR UNSPECIFIED WITH PERFORATION
533.6,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE AND PERFORATION
533.7,CHRONIC WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
533.9,"UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HAEMORRHAGE"
534,OR PERFORATION GASTROJEJUNAL ULCER
534.0,ACUTE WITH HAEMORRHAGE
534.1,ACUTE WITH PERFORATION
534.2,ACUTE WITH HAEMORRHAGE AND PERFORATION
534.3,ACUTE WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
534.4,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE
534.5,CHRONIC OR UNSPECIFIED WITH PERFORATION
550,INGUINAL HERNIA
550.0,"INGUINAL HERNIA, WITH GANGRENE"
550.1,"INGUINAL HERNIA, WITH OBSTRUCTION, WITHOUT MENTION OF GANGRENE"
550.9,"INGUINAL HERNIA, WITHOUT MENTION OF OBSTRUCTION OR GANGRENE"
551,"OTHER HERNIA OF ABDOMINAL CAVITY, WITH GANGRENE"
551.0,"FEMORAL, WITH GANGRENE"
551.1,"UMBILICAL, WITH GANGRENE"
551.2,"VENTRAL (INCISIONAL), WITH GANGRENE"
551.3,"DIAPHRAGMATIC, WITH GANGRENE"
551.8,"OF OTHER SPECIFIED SITES, WITH GANGRENE"
551.9,"OF UNSPECIFIED SITE, WITH GANGRENE"
552,"OTHER HERNIA OF ABDOMINAL CAVITY WITH OBSTRUCTION, WITHOUT MENTION"
552.0,"OF GANGRENE
FEMORAL, WITH OBSTRUCTION"
552.1,"UMBILICAL, WITH OBSTRUCTION"
552.2,"VENTRAL (INCISIONAL), WITH OBSTRUCTION"
552.3,"DIAPHRAGMATIC, WITH OBSTRUCTION"
552.8,"OF OTHER SPECIFIED SITES, WITH OBSTRUCTION"
552.9,"OF UNSPECIFIED SITE, WITH OBSTRUCTION"
553,OTHER HERNIA OF ABDOMINAL CAVITY WITHOUT MENTION OF OBSTRUCTION
553.0,OR GANGRENE FEMORAL
553.1,UMBILICAL
553.2,VENTRAL (INCISIONAL)
553.3,DIAPHRAGMATIC
553.8,OF OTHER SPECIFIED SITES
553.9,OF UNSPECIFIED SITE
555,REGIONAL ENTERITIS
555.0,SMALL INTESTINE
555.1,LARGE INTESTINE
555.2,SMALL INTESTINE WITH LARGE INTESTINE
555.9,UNSPECIFIED SITE
556,IDIOPATHIC PROCTOCOLITIS
557,VASCULAR INSUFFICIENCY OF INTESTINE
557.0,ACUTE
557.1,CHRONIC
557.9,UNSPECIFIED
558,OTHER NONINFECTIVE GASTROENTERITIS AND COLITIS
560,INTESTINAL OBSTRUCTION WITHOUT MENTION OF HERNIA
560.0,INTUSSUSCEPTION
560.1,PARALYTIC ILEUS
560.2,VOLVULUS
560.3,IMPACTION OF INTESTINE
560.8,OTHER INTESTINAL OBSTRUCTION
560.9,UNSPECIFIED INTESTINAL OBSTRUCTION
562,DIVERTICULA OF INTESTINE
562.0,SMALL INTESTINE
562.1,COLON
564,"FUNCTIONAL DIGESTIVE DISORDERS, NOT ELSEWHERE CLASSIFIED"
564.0,CONSTIPATION
564.1,IRRITABLE COLON
564.2,POSTGASTRIC SURGERY SYNDROMES
564.3,VOMITING FOLLOWING GASTROINTESTINAL SURGERY
564.4,OTHER POSTOPERATIVE FUNCTIONAL DISORDERS
564.5,FUNCTIONAL DIARRHOEA
564.6,ANAL SPASM
564.7,"MEGACOLON, OTHER THAN HIRSCHSPRUNG'S"
564.8,OTHER FUNCTIONAL DISORDERS OF INTESTINE
564.9,UNSPECIFIED
565,ANAL FISSURE AND FISTULA
565.0,ANAL FISSURE
565.1,ANAL FISTULA
566,ABSCESS OF ANAL AND RECTAL REGIONS
567,PERITONITIS
567.0,PERITONITIS IN INFECTIOUS DISEASES CLASSIFIED ELSEWHERE
567.1,PNEUMOCOCCAL PERITONITIS
567.2,OTHER SUPPURATIVE PERITONITIS
567.8,OTHER PERITONITIS
567.9,UNSPECIFIED
568,OTHER DISORDERS OF PERITONEUM
568.0,PERITONEAL ADHESIONS
568.8,OTHER
568.9,UNSPECIFIED
569,OTHER DISORDERS OF INTESTINE
569.0,ANAL AND RECTAL POLYP
569.1,RECTAL PROLAPSE
569.2,STENOSIS OF RECTUM AND ANUS
569.3,HAEMORRHAGE OF RECTUM AND ANUS
569.4,OTHER DISORDERS OF RECTUM AND ANUS
569.5,ABSCESS OF INTESTINE
569.6,COLOSTOMY OR ENTEROSTOMY MALFUNCTION
569.8,OTHER
569.9,UNSPECIFIED
570,ACUTE AND SUBACUTE NECROSIS OF LIVER
571,CHRONIC LIVER DISEASE AND CIRRHOSIS
571.0,ALCOHOLIC FATTY LIVER
571.1,ACUTE ALCOHOLIC HEPATITIS
571.2,ALCOHOLIC CIRRHOSIS OF LIVER
571.3,"ALCOHOLIC LIVER DAMAGE, UNSPECIFIED"
571.4,CHRONIC HEPATITIS
571.5,CIRRHOSIS OF LIVER WITHOUT MENTION OF ALCOHOL
571.6,BILIARY CIRRHOSIS
571.8,OTHER CHRONIC NONALCOHOLIC LIVER DISEASE
571.9,UNSPECIFIED CHRONIC LIVER DISEASE WITHOUT MENTION OF ALCOHOL
572,LIVER ABSCESS AND SEQUELAE OF CHRONIC LIVER DISEASE
572.0,ABSCESS OF LIVER
572.1,PORTAL PYAEMIA
572.2,HEPATIC COMA
572.3,PORTAL HYPERTENSION
572.4,HEPATORENAL SYNDROME
572.8,OTHER SEQUELAE OF CHRONIC LIVER DISEASE
573,OTHER DISORDERS OF LIVER
573.0,CHRONIC PASSIVE CONGESTION OF LIVER
573.1,HEPATITIS IN VIRAL DISEASES CLASSIFIED ELSEWHERE
573.2,HEPATITIS IN OTHER INFECTIOUS DISEASES CLASSIFIED ELSEWHERE
573.3,HEPATITIS UNSPECIFIED
573.4,HEPATIC INFARCTION
573.8,OTHER
573.9,UNSPECIFIED
574,CHOLELITHIASIS
5740,CALCULUS OF GALLBLADDER WITH ACUTE CHOLECYSTITIS
574.1,CALCULUS OF GALLBLADDER WITH OTHER CHOLECYSTITIS
574.2,CALCULUS OF GALLBLADDER WITHOUT MENTION OF CHOLECYSTITIS
574.3,CALCULUS OF BILE DUCT WITH ACUTE CHOLECYSTITIS
574.4,CALCULUS OF BILE DUCT WITH OTHER CHOLECYSTITIS
574.5,CALCULUS OF BILE DUCT WITHOUT MENTION OF CHOLECYSTITIS
575,OTHER DISORDERS OF GALLBLADDER
575.0,ACUTE CHOLECYSTITIS
575.1,OTHER CHOLECYSTITIS
575.2,OBSTRUCTION OF GALLBLADDER
575.3,HYDROPS OF GALLBLADDER
575.4,PERFORATION OF GALLBLADDER
575.5,FISTULA OF GALLBLADDER
575.6,CHOLESTEROLOSIS OF GALLBLADDER
575.8,OTHER
575.9,UNSPECIFIED
576,OTHER DISORDERS OF BILIARY TRACT
576.0,POSTCHOLECYSTECTOMY SYNDROME
576.1,CHOLANGITIS
576.2,OBSTRUCTION OF BILE DUCT
576.3,PERFORATION OF BILE DUCT
576.4,FISTULA OF BILE DUCT
576.5,SPASM OF SPHINCTER OF ODDI
576.8,OTHER
576.9,UNSPECIFIED
577,DISEASES OF PANCREAS
577.0,ACUTE PANCREATITIS
577.1,CHRONIC PANCREATITIS
577.2,CYST AND PSEUDOCYST OF PANCREAS
577.8,OTHER DISEASES OF PANCREAS
577.9,UNSPECIFIED
578,GASTROINTESTINAL HAEMORRHAGE
578.0,HAEMATEMESIS
578.1,MELAENA
578.9,"HAEMORRHAGE OF GASTROINTESTINAL TRACT, UNSPECIFIED"
579,INTESTINAL MALABSORPTION
579.0,COELIAC DISEASE
579.1,TROPICAL SPRUE
579.2,BLIND LOOP SYNDROME
579.3,OTHER AND UNSPECIFIED POSTSURGICAL NONABSORPTION
579.4,PANCREATIC STEATORRHOEA
579.8,OTHER
579.9,UNSPECIFIED
534.6,CHRONIC OR UNSPECIFIED WITH HAEMORRHAGE AND PERFORATION
534.7,CHRONIC WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION
534.9,"UNSPECIFIED AS ACUTE OR CHRONIC, WITHOUT MENTION OF HAEMORRHAGE OR PERFORATION"
535,GASTRITIS AND DUODENITIS
535,ACUTE GASTRITIS
535.1,ATROPHIC GASTRITIS
535.2,GASTRIC MUCOSAL HYPERTROPHY
535.3,ALCOHOLIC GASTRITIS
535.4,OTHER GASTRITIS
535.5,UNSPECIFIED GASTRITIS AND GASTRODUODENITIS
535.6,DUODENITIS
536,DISORDERS OF FUNCTION OF STOMACH
536,ACHLORHYDRIA
536.1,ACUTE DILATATION OF STOMACH
536.2,HABIT VOMITING
536.8,DYSPEPSIA AND OTHER DISORDERS OF FUNCTION OF STOMACH
536.9,UNSPECIFIED
537,OTHER DISORDERS OF STOMACH AND DUODENUM
537,ADULT HYPERTROPHIC PYLORIC STENOSIS
537.1,GASTRIC DIVERTICULUM
537.2,CHRONIC DUODENAL ILEUS
537.3,OTHER OBSTRUCTION OF DUODENUM
537.4,FISTULA OF STOMACH OR DUODENUM
537.5,GASTROPTOSIS
537.6,HOURGLASS STRICTURE OR STENOSIS OF STOMACH
537.8,OTHER
537.9,UNSPECIFIED
540,ACUTE APPENDICITIS
540,WITH GENERALIZED PERITONITIS
540.1,WITH PERITONEAL ABSCESS
540.9,WITHOUT MENTION OF PERITONITIS
541,"APPENDICITIS, UNQUALIFIED"
542,OTHER APPENDICITIS
543,OTHER DISEASES OF APPENDIX
