Code,Description
698.1,PRURITIS OF GENITAL ORGANS
698.2,PRURIGO
698.3,LICHENIFICATION AND LICHEN SIMPLEX CHRONICUS
698.4,DERMATITIS FACTITIA (ARTEFACTA)
698.8,OTHER PRURITIC CONDITIONS
698.9,UNSPECIFIED
700,CORNS AND CALLOSITIES
701,OTHER HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN
701.0,CIRCUMSCRIBED SCLERODERMA
701.1,"KERATODERMA, ACQUIRED"
701.2,ACQUIRED ACANTHOSIS NIGRICANS
701.3,STRIAE ATROPHICAE
701.4,KELOID SCAR
701.5,OTHER ABNORMAL GRANULATION TISSUE
701.8,OTHER HYPERTROPHIC AND ATROPHIC CONDITIONS OF SKIN
701.9,UNSPECIFIED
702,OTHER DERMATOSES
703,DISEASES OF NAIL
703.0,INGROWING NAIL
703.8,OTHER DISEASES OF NAIL
703.9,UNSPECIFIED
704,DISEASES OF HAIR AND HAIR FOLLICLES
704.0,ALOPECIA
704.1,HIRSUTISM
704.2,ABNORMALITIES OF THE HAIR
704.3,VARIATIONS IN HAIR COLOUR
704.8,OTHER DISEASES OF HAIR AND HAIR FOLLICLES
704.9,UNSPECIFIED
705,DISORDERS OF SWEAT GLANDS
705.0,ANHIDROSIS
705.1,PRICKLY HEAT
705.8,OTHER DISORDERS OF SWEAT GLANDS
705.9,UNSPECIFIED
706,DISEASES OF SEBACEOUS GLANDS
706.0,ACNE VARIOLIFORMIS
706.1,OTHER ACNE
706.2,SEBACEOUS CYST
706.3,SEBORRHOEA
706.8,OTHER DISORDERS OF SEBACEOUS GLANDS
706.9,UNSPECIFIED
707,CHRONIC ULCER OF SKIN
707.0,DECUBITUS ULCER
707.1,"ULCER OF LOWER LIMBS, EXCEPT DECUBITUS"
707.8,CHRONIC ULCER OF OTHER SPECIFIED SITES
707.9,CHRONIC ULCER OF UNSPECIFIED SITE
708,URTICARIA
7080,ALLERGIC URTICARIA
708.1,IDIOPATHIC URTICARIA
708.2,URTICARIA DUE TO COLD AND HEAT
708.3,DERMATOGRAPHIC URTICARIA
708.4,VIBRATORY URTICARIA
708.5,CHOLINERGIC URTICARIA
708.8,OTHER SPECIFIED URTICARIA
708.9,UNSPECIFIED
709,OTHER DISORDERS OF SKIN AND SUBCUTANEOUS TISSUE
709.0,DYSCHROMIA
709.1,VASCULAR DISORDERS OF SKIN
709.2,SCAR CONDITIONS AND FIBROSIS OF SKIN
709.3,DEGENERATIVE SKIN DISORDERS
709.4,FOREIGN BODY GRANULOMA OF SKIN AND SUBCUTANEOUS TISSUE
709.8,OTHER DISEASES OF SKIN
709.9,UNSPECIFIED
