Code,Description
187,MALIGNANT NEOPLASM OF PENIS AND OTHER MALE GENITAL ORGANS
187.1,PREPUCE
187.2,GLANS PENIS
187.3,BODY OF PENIS
187.4,"PENIS, PART UNSPECIFIED"
187.5,EPIDIDYMIS
187.6,SPERMATIC CORD
187.7,SCROTUM
187.8,OTHER
187.9,SITE UNSPECIFIED
188,MALIGNANT NEOPLASM OF BLADDER
188.0,TRIGONE
188.1,DOME
1882,LATERAL WALL
188.3,ANTERIOR WALL
188.4,POSTERIOR WALL
188.5,BLADDER NECK
188.6,URETERIC ORIFICE
188.7,URACHUS
188.8,OTHER
188.9,PART UNSPECIFIED
189,MALIGNANT NEOPLASM OF KIDNEY AND OTHER AND UNSPECIFIED URINARY
,ORGANS
189.0,"KIDNEY, EXCEPT PELVIS"
189.1,RENAL PELVIS
189.2,URETER
189.3,URETHRA
189.4,PARAURETHRAL GLANDS
189.8,OTHER
189.9,SITE UNSPECIFIED
190,MALIGNANT NEOPLASM OF EYE
190.0,"EYEBALL, EXCEPT CONJUNCTIVA, CORNEA, RETINA AND CHOROID"
190.1,ORBIT
190.2,LACRIMAL GLAND
190.3,CONJUNCTIVA
190.4,CORNEA
190.5,RETINA
190.6,CHOROID
190.7,LACRIMAL DUCT
190.8,OTHER
190.9,PART UNSPECIFIED
191,MALIGNANT NEOPLASM OF BRAIN
191.0,"CEREBRUM, EXCEPT LOBES AND VENTRICLES"
191.1,FRONTAL LOBE
191.2,TEMPORAL LOBE
191.3,PARIETAL LOBE
191.4,OCCIPITAL LOBE
191.5,VENTRICLE
191.6,CEREBELLUM
191.7,BRAIN STEM
191.8,OTHER
191.9,"BRAIN, UNSPECIFIED"
192,MALIGNANT NEOPLASM OF OTHER AND UNSPECIFIED PARTS OF NERVOUS SYSTEM
192.0,CRANIAL NERVES
192.1,CEREBRAL MENINGES
192.2,SPINAL CORD
192.3,SPINAL MENINGES
192.8,OTHER
192.9,PART UNSPECIFIED
193,MALIGNANT NEOPLASM OF THYROID GLAND
194,MALIGNANT NEOPLASM OF OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES
194.0,SUPRARENAL GLAND
194.1,PARATHYROID GLAND
194.3,PITUITARY GLAND AND CRANIOPHARYNGEAL DUCT
194.4,PINEAL GLAND
194.5,CAROTID BODY
194.6,AORTIC BODY AND OTHER PARAGANGLIA
194.8,OTHER
194.9,SITE UNSPECIFIED
195,MALIGNANT NEOPLASM OF OTHER AND ILL-DEFINED SITES
195.0,"HEAD, FACE AND NECK"
195.1,THORAX
195.2,ABDOMEN
195.3,PELVIS
195.4,UPPER LIMB
195.5,LOWER LIMB
195.8,OTHER SPECIFIED SITES
196,SECONDARY AND UNSPECIFIED MALIGNANT NEOPLASM OF LYMPH NODES
196.0,"HEAD, FACE AND NECK"
196.1,INTRATHORACIC
196.2,INTRA-ABDOMINAL
196.3,AXILLA AND UPPER LIMB
196.5,INGUINAL AND LOWER LIMB
196.6,INTRAPELVIC
196.8,MULTIPLE SITES
196.9,SITE UNSPECIFIED
197,SECONDARY MALIGNANT NEOPLASM OF RESPIRATORY AND DIGESTIVE SYSTEMS
197.0,LUNG
197.1,MEDIASTINUM
197.2,PLEURA
197.3,OTHER RESPIRATORY ORGANS
197.4,"SMALL INTESTINE, INCLUDING DUODENUM"
197.5,LARGE INTESTINE AND RECTUM
197.6,RETROPERITONEUM AND PERITONEUM
197.7,LIVER
197.8,OTHER DIGESTIVE ORGANS
198,SECONDARY MALIGNANT NEOPLASM OF OTHER SPECIFIED SITES
198.0,KIDNEY
198.1,OTHER URINARY ORGANS
198.2,SKIN
198.3,BRAIN AND SPINAL CORD
1984,OTHER PARTS OF NERVOUS SYSTEM
198.5,BONE AND BONE MARROW
198.6,OVARY
198.7,SUPRARENAL GLAND
198.8,OTHER SPECIFIED SITES
199,MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE
199.0,DISSEMINATED
199.1,OTHER
200,LYMPHOSARCOMA AND RETICULOSARCOMA
200.0,RETICULOSARCOMA
200.1,LYMPHOSARCOMA
200.2,BURKITT'S TUMOUR
200.8,OTHER NAMED VARIANTS
201,HODGKIN'S DISEASE
201.0,HODGKIN'S PARAGRANULOMA
201.1,HODGKIN'S GRANULOMA
201.2,HODGKIN'S SARCOMA
201.4,LYMPHOCYTIC-HISTIOCYTIC PREDOMINANCE
201.5,NODULAR SCLEROSIS
201.6,MIXED CELLULARITY
201.7,LYMPHOCYTIC DEPLETION
201.9,UNSPECIFIED
202,OTHER MALIGNANT NEOPLASM OF LYMPHOID AND HISTIOCYTIC TISSUE
202.0,NODULAR LYMPHOMA
202.1,MYCOSIS FUNGOIDES
202.2,SEZARY'S DISEASE
202.3,MALIGNANT HISTIOCYTOSIS
202.4,LEUKAEMIC RETICULOENDOTHELIOSIS
202.5,LETTERER-SIWE DISEASE
202.6,MALIGNANT MAST-CELL TUMOURS
202.8,OTHER LYMPHOMAS
202.9,OTHER AND UNSPECIFIED
203,MULTIPLE MYELOMA AND IMMUNOPROLIFERATIVE NEOPLASMS
203.0,MULTIPLE MYELOMA
203.1,PLASMA CELL LEUKAEMIA
203.8,OTHER IMMUNOPROLIFERATIVE NEOPLASMS
204,LYMPHOID LEUKAEMIA
204.0,ACUTE
204.1,CHRONIC
204.2,SUBACUTE
204.8,OTHER
204.9,UNSPECIFIED
205,MYELOID LEUKAEMIA
205.0,ACUTE
205.1,CHRONIC
205.2,SUBACUTE
205.3,MYELOID SARCOMA
205.8,OTHER
205.9,UNSPECIFIED
206,MONOCYTIC LEUKAEMIA
206.0,ACUTE
206.1,CHRONIC
206.2,SUBACUTE
206.8,OTHER
206.9,UNSPECIFIED
207,OTHER SPECIFIED LEUKAEMIA
207.0,ACUTE ERYTHRAEMIA AND ERYTHROLEUKAEMIA
207.1,CHRONIC ERYTHRAEMIA
207.2,MEGAKARYOCYTIC LEUKAEMIA
207.8,OTHER
208,LEUKAEMIA OF UNSPECIFIED CELL TYPE
2080,ACUTE
208.1,CHRONIC
208.2,SUBACUTE
208.8,OTHER
208.9,UNSPECIFIED
210,"BENIGN NEOPLASM OF LIP, ORAL CAVITY AND PHARYNX"
210.0,LIP
210.1,TONGUE
210.2,MAJOR SALIVARY GLANDS
210.3,FLOOR OF MOUTH
210.4,OTHER AND UNSPECIFIED PARTS OF MOUTH
210.5,TONSIL
210.6,OTHER PARTS OF OROPHARYNX
210.7,NASOPHARYNX
210.8,HYPOPHARYNX
210.9,"PHARYNX, UNSPECIFIED"
211,BENIGN NEOPLASM OF OTHER PARTS OF DIGESTIVE SYSTEM
211.0,OESOPHAGUS
211.1,STOMACH
211.2,"SMALL INTESTINE, INCLUDING DUODENUM"
211.3,COLON
211.4,RECTUM AND ANAL CANAL
211.5,LIVER AND BILIARY PASSAGES
211.6,"PANCREAS, EXCEPT ISLETS OF LANGERHANS"
211.7,ISLETS OF LANGERHANS
211.8,RETROPERITONEUM AND PERITONEUM
211.9,OTHER AND UNSPECIFIED SITE
212,BENIGN NEOPLASM OF RESPIRATORY AND INTRATHORACIC ORGANS
212.0,"NASAL CAVITIES, MIDDLE EAR AND ACCESSORY SINUSES"
212.1,LARYNX
212.2,TRACHEA
212.3,BRONCHUS AND LUNG
212.4,PLEURA
212.5,MEDIASTINUM
212.6,THYMUS
212.7,HEART
212.8,OTHER SPECIFIED SITES
212.9,SITE UNSPECIFIED
213,BENIGN NEOPLASM OF BONE AND ARTICULAR CARTILAGE
213.0,BONES OF SKULL AND FACE
213.1,LOWER JAW BONE
213.2,"VERTEBRAL COLUMN, EXCLUDING SACRUM AND COCCYX"
213.3,"RIBS, STERNUM AND CLAVICLE"
213.4,LONG BONES OF UPPER LIMB AND SCAPULA
213.5,"UPPER LIMB, SHORT BONES"
213.6,"PELVIC BONES, SACRUM AND COCCYX"
213.7,"LOWER LIMB, LONG BONES"
213.8,"LOWER LIMB, SHORT BONES"
213.9,SITE UNSPECIFIED
214,LIPOMA
215,OTHER BENIGN NEOPLASM OF CONNECTIVE AND OTHER SOFT TISSUE
215.0,"HEAD, FACE AND NECK"
215.2,"UPPER LIMB, INCLUDING SHOULDER"
215.3,"LOWER LIMB, INCLUDING HIP"
215.4,THORAX
215.5,ABDOMEN
215.6,PELVIS
215.7,"TRUNK, UNSPECIFIED"
215.8,OTHER SPECIFIED SITES
215.9,SITE UNSPECIFIED
216,BENIGN NEOPLASM OF SKIN
216.0,SKIN OF LIP
216.1,"EYELID, INCLUDING CANTHUS"
216.2,EAR AND EXTERNAL AURICULAR CANAL
216.3,SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE
216.4,SCALP AND SKIN OF NECK
216.5,"SKIN OF TRUNK, EXCEPT SCROTUM"
216.6,"SKIN OF UPPER LIMB, INCLUDING SHOULDER"
216.7,"SKIN OF LOWER LIMB, INCLUDING HIP"
216.8,OTHER
216.9,SITE UNSPECIFIED
217,BENIGN NEOPLASM OF BREAST
218,UTERINE LEIOMYOMA
219,OTHER BENIGN NEOPLASM OF UTERUS
219.0,CERVIX UTERI
219.1,CORPUS UTERI
219.8,OTHER SPECIFIED PARTS
219.9,PART UNSPECIFIED
220,BENIGN NEOPLASM OF OVARY
221,BENIGN NEOPLASM OF OTHER FEMALE GENITAL ORGANS
221.0,UTERINE TUBE AND LIGAMENTS
221.1,VAGINA
221.2,VULVA
221.8,OTHER SPECIFIED SITES
221.9,SITE UNSPECIFIED
222,BENIGN NEOPLASM OF MALE GENITAL ORGANS
222.0,TESTIS
222.1,PENIS
222.2,PROSTATE
222.3,EPIDIDYMIS
222.4,SCROTUM
222.8,OTHER SPECIFIED SITES
222.9,SITE UNSPECIFIED
223,BENIGN NEOPLASM OF KIDNEY AND OTHER URINARY ORGANS
223.0,"KIDNEY, EXCEPT PELVIS"
223.1,RENAL PELVIS
223.2,URETER
223.3,BLADDER
223.8,OTHER SPECIFIED SITES
223.9,SITE UNSPECIFIED
224,BENIGN NEOPLASM OF EYE
224.0,"EYEBALL, EXCEPT CONJUNCTIVA, CORNEA, RETINA, AND CHOROID"
224.1,ORBIT
224.2,LACRIMAL GLAND
224.3,CONJUNCTIVA
224.4,CORNEA
224.5,RETINA
224.6,CHOROID
224.7,LACRIMAL DUCT
224.8,OTHER SPECIFIED PARTS
224.9,PART UNSPECIFIED
225,BENIGN NEOPLASM OF BRAIN AND OTHER PARTS OF NERVOUS SYSTEM
225.0,BRAIN
225.1,CRANIAL NERVES
225.2,CEREBRAL MENINGES
225.3,SPINAL CORD
225.4,SPINAL MENINGES
225.8,OTHER
225.9,PART UNSPECIFIED
226,BENIGN NEOPLASM OF THYROID GLAND
227,BENIGN NEOPLASM OF OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES
227.0,SUPRARENAL GLAND
227.1,PARATHYROID GLAND
227.3,PITUITARY GLAND AND CRANIOPHARYNGEAL DUCT
227.4,PINEAL GLAND
227.5,CAROTID BODY
227.6,AORTIC BODY AND OTHER PARAGANGLIA
227.8,OTHER
227.9,SITE UNSPECIFIED
228,"HAEMANGIOMA AND LYMPHANGIOMA, ANY SITE"
228.0,"HAEMANGIOMA, ANY SITE"
228.1,"LYMPHANGIOMA, ANY SITE"
229,BENIGN NEOPLASM OF OTHER AND UNSPECIFIED SITES
229.0,LYMPH NODES
229.8,OTHER SPECIFIED SITES
229.9,SITE UNSPECIFIED
230,CARCINOMA IN SITU OF DIGESTIVE ORGANS
230.0,"LIP, ORAL CAVITY AND PHARYNX"
230.1,OESOPHAGUS
230.2,STOMACH
230.3,COLON
230.4,RECTUM
230.5,ANAL CANAL
230.6,"ANUS, UNSPECIFIED"
230.7,OTHER AND UNSPECIFIED PARTS OF INTESTINE
230.8,LIVER AND BILIARY SYSTEM
230.9,OTHER AND UNSPECIFIED DIGESTIVE ORGANS
231,CARCINOMA IN SITU OF RESPIRATORY SYSTEM
231.0,LARYNX
231.1,TRACHEA
231.2,BRONCHUS AND LUNG
231.8,OTHER SPECIFIED PARTS
231.9,PART UNSPECIFIED
232,CARCINOMA IN SITU OF SKIN
232.0,SKIN OF LIP
232.1,"EYELID, INCLUDING CANTHUS"
232.2,EAR AND EXTERNAL AURICULAR CANAL
232.3,SKIN OF OTHER AND UNSPECIFIED PARTS OF FACE
232.4,SCALP AND SKIN OF NECK
232.5,"SKIN OF TRUNK, EXCEPT SCROTUM"
232.6,"SKIN OF UPPER LIMB, INCLUDING SHOULDER"
232.7,"SKIN OF LOWER LIMB, INCLUDING HIP"
232.8,OTHER SPECIFIED SITES
232.9,SITE UNSPECIFIED
233,CARCINOMA IN SITU OF BREAST AND GENITOURINARY SYSTEM
233.0,BREAST
233.1,CERVIX UTERI
233.2,OTHER AND UNSPECIFIED PARTS OF UTERUS
233.3,OTHER AND UNSPE CIFIED FEMALE GENITAL ORGANS
233.4,PROSTATE
233.5,PENIS
233.6,OTHER AND UNSPECIFIED MALE GENITAL ORGANS
233.7,BLADDER
233.9,OTHER AND UNSPECIFIED URINARY ORGANS
234,CARCINOMA IN SITU OF OTHER AND UNSPECIFIED SITES
234.0,EYE
234.8,OTHER SPECIFIED SITES
234.9,SITE UNSPECIFIED
235,NEOPLASM OF UNCERTAIN BEHAVIOUR OF DIGESTIVE AND RESPIRATORY SYSTEMS
235.0,MAJOR SALIVARY GLANDS
235.1,"LIP, ORAL CAVITY AND PHARYNX"
235.2,"STOMACH, INTESTINES AND RECTUM"
235.3,LIVER AND BILIARY PASSAGES
235.4,RETROPERITONEUM AND PERITONEUM
235.5,OTHER AND UNSPECIFIED DIGESTIVE ORGANS
235.6,LARYNX
235.7,"TRACHEA, BRONCHUS AND LUNG"
235.8,"PLEURA, THYMUS AND MEDIASTINUM"
235.9,OTHER AND UNSPECIFIED RESPIRATORY ORGANS
236,NEOPLASM OF UNCERTAIN BEHAVIOUR OF GENITOURINARY ORGANS
236.0,UTERUS
236.1,PLACENTA
236.2,OVARY
236.3,OTHER AND UNSPECIFIED FEMALE GENITAL ORGANS
236.4,TESTIS
236.5,PROSTATE
236.6,OTHER AND UNSPECIFIED MALE GENITAL ORGANS
236.7,BLADDER
236.9,OTHER AND UNSPECIFIED URINARY ORGANS
237,NEOPLASM OF UNCERTAIN BEHAVIOUR OF ENDOCRINE GLANDS AND NERVOUS SYSTEM
237.0,PITUITARY GLAND AND CRANIOPHARYNGEAL DUCT
237.1,PINEAL GLAND
237.2,SUPRARENAL GLAND
237.3,PARAGANGLIA
237.4,OTHER AND UNSPECIFIED ENDOCRINE GLANDS
237.5,BRAIN AND SPINAL CORD
237.6,MENINGES
237.7,NEUROFIBROMATOSIS
237.9,OTHER AND UNSPECIFIED PARTS OF THE NERVOUS SYSTEM
238,NEOPLASM OF UNCERTAIN BEHAVIOUR OF OTHER AND UNSPECIFIED SITES
238,AND TISSUES
238.0,BONES AND ARTICULAR CARTILAGE
238.1,CONNECTIVE AND OTHER SOFT TISSUE
238.2,SKIN
238.3,BREAST
238.4,POLYCYTHAEMIA VERA
238.5,HISTIOCYTIC AND MAST CELLS
238.6,PLASMA CELLS
238.7,OTHER LYMPHATIC AND HAEMATOPOIETIC TISSUES
238.8,OTHER SPECIFIED SITES
238.9,SITE UNSPECIFIED
239,NEOPLASM OF UNSPECIFIED NATURE
239,DIGESTIVE SYSTEM
239.1,RESPIRATORY SYSTEM
239.2,"BONE, SOFT TISSUE AND SKIN"
239.3,BREAST
239.4,BLADDER
239.5,OTHER GENITOURINARY ORGANS
239.6,BRAIN
239.7,"ENDOCRINE GLANDS, AND OTHER PARTS OF NERVOUS SYSTEM"
239.8,OTHER SPECIFIED SITES
239.9,SITE UNSPECIFIED 
