Code,Description
007.8,OTHER PROTOZOAL INTESTINAL DISEASES
007.9,UNSPECIFIED
008,INTESTINAL INFECTIONS DUE TO OTHER ORGANISMS
008.0,ESCHERICHIA COLI
008.1,ARIZONA
008.2,AEROBACTER AEROGENES
008.3,PROTEUS (MIRABILIS) (MORGANII)
008.4,OTHER SPECIFIED BACTERIA
008.5,"BACTERIAL ENTERITIS, UNSPECIFIED"
008.6,ENTERITIS DUE TO SPECIFIED VIRUS
008.8,"OTHER ORGANISM, NOT ELSEWHERE CLASSIFIED"
009,ILL-DEFINED INTESTINAL INFECTIONS
009.0,"INFECTIOUS COLITIS, ENTERITIS AND GASTROENTERITIS"
009.1,"COLITIS, ENTERITIS AND GASTROENTERITIS OF PRESUMED INFECTIOUS ORIGIN"
009.2,INFECTIOUS DIARRHOEA
009.3,"DIARRHOEA, OF PRESUMED INFECTIOUS ORIGIN"
010,PRIMARY TUBERCULOUS INFECTION
010.0,PRIMARY TUBERCULOUS COMPLEX
010.1,TUBERCULOUS PLEURISY IN PRIMARY PROGRESSIVE TUBERCULOSIS
010.8,OTHER PRIMARY PROGRESSIVE TUBERCULOSIS
010.9,UNSPECIFIED
011,PULMONARY TUBERCULOSIS
011.0,"TUBERCULOSIS OF LUNG, INFILTRATIVE"
011.1,"TUBERCULOSIS OF LUNG, NODULAR"
011.2,TUBERCULOSIS OF LUNG WITH CAVITATION
011.3,TUBERCULOSIS OF BRONCHUS
011.4,TUBERCULOUS FIBROSIS OF LUNG
011.5,TUBERCULOUS BRONCHIECTASIS
011.6,TUBERCULOUS PNEUMONIA (ANY FORM)
011.7,TUBERCULOUS PNEUMOTHORAX
011.8,OTHER PULMONARY TUBERCULOSIS
011.9,UNSPECIFIED
012,OTHER RESPIRATORY TUBERCULOSIS
012.0,TUBERCULOUS PLEURISY
012.1,TUBERCULOSIS OF INTRATHORACIC LYMPH NODES
012.2,ISOLATED TRACHEAL OR BRONCHIAL TUBERCULOSIS
012.3,TUBERCULOUS LARYNGITIS
012.8,OTHER
013,TUBERCULOSIS OF MENINGES AND CENTRAL NERVOUS SYSTEM
013.0,TUBERCULOUS MENINGITIS
013.1,TUBERCULOMA OF MENINGES
013.8,OTHER
013.9,UNSPECIFIED
014,"TUBERCULOSIS OF INTESTINES, PERITONEUM AND MESENTERIC GLANDS"
015,TUBERCULOSIS OF BONES AND JOINTS
015.0,VERTEBRAL COLUMN
015.1,HIP
015.2,KNEE
015.7,OTHER BONE
015.8,OTHER JOINT
015.9,UNSPECIFIED
016,TUBERCULOSIS OF GENITOURINARY SYSTEM
016.0,KIDNEY
016.1,OTHER URINARY ORGANS
016.2,EPIDIDYMIS
016.3,OTHER MALE GENITAL ORGANS
016.4,FEMALE GENITAL ORGANS
016.9,UNSPECIFIED
017,TUBERCULOSIS OF OTHER ORGANS
017.0,SKIN AND SUBCUTANEOUS CELLULAR TISSUE
017.1,ERYTHEMA NODOSUM WITH HYPERSENSITIVITY REACTION IN TUBERCULOSIS
017.2,PERIPHERAL LYMPH NODES
017.3,EYE
017.4,EAR
017.5,THYROID GLAND
017.6,ADRENAL GLANDS
017.7,SPLEEN
017.8,OTHER
018,MILIARY TUBERCULOSIS
018.0,ACUTE
018.8,OTHER
018.9,UNSPECIFIED
020,PLAGUE
020.0,BUBONIC
020.1,CELLULOCUTANEOUS
020.2,SEPTICAEMIC
020.3,PRIMARY PNEUMONIC
020.4,SECONDARY PNEUMONIC
020.5,"PNEUMONIC, UNSPECIFIED"
020.8,OTHER
020.9,UNSPECIFIED
021,TULARAEMIA
022,ANTHRAX
022.0,CUTANEOUS ANTHRAX
022.1,PULMONARY ANTHRAX
022.2,GASTROINTESTINAL ANTHRAX
022.3,ANTHRAX SEPTICAEMIA
022.8,OTHER MANIFESTATIONS
022.9,UNSPECIFIED
023,BRUCELLOSIS
023.0,BRUCELLA MELITENSIS
023.1,BRUCELLA ABORTUS
023.2,BRUCELLA SUIS
023.3,BRUCELLA CANIS
023.8,OTHER
023.9,UNSPECIFIED
024,GLANDERS
025,MELIOIDOSIS
026,RAT-BITE FEVER
026.0,SPIRILLARY FEVER
026.1,STREPTOBACILLARY FEVER
026.9,UNSPECIFIED
027,OTHER ZOONOTIC BACTERIAL DISEASES
027.0,LISTERIOSIS
027.1,ERYSIPELOTHRIX INFECTION
027.2,PASTEURELLOSIS
027.8,OTHER
027.9,UNSPECIFIED
030,LEPROSY
030.0,LEPROMATOUS (TYPE L)
030.1,TUBERCULOID (TYPE T)
030.2,INDETERMINATE (GROUP I)
030.3,BORDERLINE (GROUP B)
030.8,OTHER
030.9,UNSPECIFIED
031,DISEASES DUE TO OTHER MYCOBACTERIA
031.0,PULMONARY
031.1,CUTANEOUS
031.8,OTHER
031.9,UNSPECIFIED
032,DIPHTHERIA
032.0,FAUCIAL DIPHTHERIA
032.1,NASOPHARYNGEAL DIPHTHERIA
032.2,ANTERIOR NASAL DIPHTHERIA
032.3,LARYNGEAL DIPHTHERIA
032.8,OTHER
032.9,"DIPHTHERIA, UNSPECIFIED"
033,WHOOPING COUGH
033.0,BORDETELLA PERTUSSIS (B.PERTUSSIS)
033.1,BORDETELLA PARAPERTUSSIS (B.PARAPERTUSSIS)
033.8,OTHER SPECIFIED ORGANISM
033.9,"WHOOPING COUGH, UNSPECIFIED ORGANISM"
034,STREPTOCOCCAL SORE THROAT AND SCARLATINA
034.0,STREPTOCOCCAL SORE THROAT
034.1,SCARLATINA
035,ERYSIPELAS
036,MENINGOCOCCAL INFECTION
036.0,MENINGOCOCCAL MENINGITIS
036.1,MENINGOCOCCAL ENCEPHALITIS
036.2,MENINGOCOCCAEMIA
036.3,"WATERHOUSE-FRIDERICHSEN SYNDROME, MENINGOCOCCAL"
036.4,MENINGOCOCCAL CARDITIS
036.8,OTHER
036.9,UNSPECIFIED
037,TETANUS
038,SEPTICAEMIA
038.0,STREPTOCOCCAL SEPTICAEMIA
038.1,STAPHYLOCOCCAL SEPTICAEMIA
038.2,PNEUMOCOCCAL SEPTICAEMIA
038.3,SEPTICAEMIA DUE TO ANAEROBES
038.4,SEPTICAEMIA DUE TO OTHER GRAM-NEGATIVE ORGANISMS
038.8,OTHER SPECIFIED SEPTICAEMIAS
038.9,UNSPECIFIED SEPTICAEMIA
039,ACTINOMYCOTIC INFECTIONS
039.0,CUTANEOUS
039.1,PULMONARY
039.2,ABDOMINAL
039.3,CERVICOFACIAL
039.4,MADURA FOOT
039.8,OF OTHER SPECIFIED SITES
039.9,OF UNSPECIFIED SITE
040,OTHER BACTERIAL DISEASES
040.0,GAS GANGRENE
040.1,RHINOSCLEROMA
040.2,WHIPPLE'S DISEASE
040.3,NECROBACILLOSIS
040.8,OTHER BACTERIAL DISEASES
041,BACTERIAL INFECTION IN CONDITIONS CLASSIFIED ELSEWHERE AND OF
,UNSPECIFIED SITE
041.0,STREPTOCOCCUS
041.1,STAPHYLOCOCCUS
041.2,PNEUMOCOCCUS
041.3,FRIEDLANDER'S BACILLUS
041.4,ESCHERICHIA COLI
041.5,HAEMOPHILUS INFLUENZAE (H.INFLUENZAE)
041.6,PROTEUS (MIRABILIS) (MORGANII)
041.7,PSEUDOMONAS
041.8,OTHER
041.9,"BACTERIAL INFECTION, UNSPECIFIED"
042,HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION WITH SPECIFIED CONDITIONS
042.0,HIV INFECTION WITH CERTAIN SPECIFIED INFECTIONS
042.1,HIV INFECTION CAUSING OTHER SPECIFIED INFECTIONS
042.2,HIV INFECTION WITH SPECIFIED MALIGNANT NEOPLASMS
042.9,ACQUIRED IMMUNODEFICIENCY SYNDROME WITH OR WITHOUT OTHER CONDITIONS
043,HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION CAUSING OTHER
,SPECIFIED CONDITIONS
043.0,HIV INFECTION CAUSING LYMPHADENOPATHY (785.6)
043.1,HIV INFECTION CAUSING SPECIFIED DISEASES OF THE CENTRAL NERVOUS SYSTEM
043.2,HIV INFECTION CAUSING OTHER DISORDERS INVOLVING THE IMMUNE MECHANISM
043.3,HIV INFECTION CAUSING OTHER SPECIFIED CONDITIONS
043.9,ACQUIRED IMMUNODEFICIENCY SYNDROME-RELATED COMPLEX WITH OR WITHOUT
,OTHER CONDITIONS
044,OTHER HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION
044.0,HIV INFECTION CAUSING SPECIFIED ACUTE INFECTIONS
044.9,HIV INFECTION NOT OTHERWISE SPECIFIED (WITH OR WITHOUT OTHER
044.9,"CONDITIONS NOT CLASSIFIABLE TO 042, 043, 044.0)"
045,ACUTE POLIOMYELITIS
045.0,ACUTE PARALYTIC POLIOMYELITIS SPECIFIED AS BULBAR
045.1,ACUTE POLIOMYELITIS WITH OTHER PARALYSIS
045.2,ACUTE NONPARALYTIC POLIOMYELITIS
045.9,"ACUTE POLIOMYELITIS, UNSPECIFIED"
046,SLOW VIRUS INFECTION OF CENTRAL NERVOUS SYSTEM
046.0,KURU
046.1,JAKOB-CREUTZFELDT DISEASE
046.2,SUBACUTE SCLEROSING PANENCEPHALITIS
046.3,PROGRESSIVE MULTIFOCAL LEUCOENCEPHALOPATHY
046.8,OTHER
046.9,UNSPECIFIED
047,MENINGITIS DUE TO ENTEROVIRUS
047.0,COXSACKIE VIRUS
047.1,ECHO VIRUS
047.8,OTHER
047.9,UNSPECIFIED
048,OTHER ENTEROVIRUS DISEASES OF CENTRAL NERVOUS SYSTEM
049,OTHER NON-ARTHROPOD-BORNE VIRAL DISEASES OF CENTRAL NERVOUS SYSTEM
049.0,LYMPHOCYTIC CHORIOMENINGITIS
049.1,MENINGITIS DUE TO ADENOVIRUS
049.8,OTHER
049.9,UNSPECIFIED
050,SMALLPOX
050.0,VARIOLA MAJOR
050.1,ALASTRIM
050.2,MODIFIED SMALLPOX
050.9,"SMALLPOX, UNSPECIFIED"
051,COWPOX AND PARAVACCINIA
051.0,COWPOX
051.1,PSEUDOCOWPOX
051.2,CONTAGIOUS PUSTULAR DERMATITIS
051.9,"PARAVACCINIA, UNSPECIFIED"
052,CHICKENPOX
053,HERPES ZOSTER
053.0,WITH MENINGITIS
053.1,WITH OTHER NERVOUS SYSTEM COMPLICATIONS
053.2,WITH OPHTHALMIC COMPLICATIONS
053.20,HERPES ZOSTER   DERMATITIS
053.7,WITH OTHER COMPLICATIONS
053.8,WITH UNSPECIFIED COMPLICATION
053.9,HERPES ZOSTER WITHOUT MENTION OF COMPLICATION
054,HERPES SIMPLEX
054.0,ECZEMA HERPETICUM
0541,GENITAL HERPES
054.2,HERPETIC GINGIVOSTOMATITIS
054.3,HERPETIC MENINGOENCEPHALITIS
054.4,WITH OPHTHALMIC COMPLICATIONS
054.40,ULCER C/W HERPES
054.41,"DERMATITIS, HERPES"
054.42,"KERATITIS, DENDRITIC, WITH HERPES"
054.43,"KERATITIS, DISCIFORM, WITH HERPES"
054.44,"IRIDOCYLITIS, HERPES"
054.5,HERPETIC SEPTICAEMIA
054.6,HERPETIC WHITLOW
054.7,WITH OTHER COMPLICATIONS
054.8,WITH UNSPECIFIED COMPLICATION
054.9,HERPES SIMPLEX WITHOUT MENTION OF COMPLICATION
055,MEASLES
055.0,POSTMEASLES ENCEPHALITIS
055.1,POSTMEASLES PNEUMONIA
055.2,POSTMEASLES OTITIS
055.7,WITH OTHER COMPLICATIONS
055.71,"KERATOCONJUNCTIVITIES, MEASLES"
055.8,WITH UNSPECIFIED COMPLICATION
055.9,MEASLES WITHOUT MENTION OF COMPLICATION
056,RUBELLA
0560,WITH NEUROLOGICAL COMPLICATIONS
056.7,WITH OTHER COMPLICATIONS
056.8,WITH UNSPECIFIED COMPLICATIONS
056.9,RUBELLA WITHOUT MENTION OF COMPLICATION
057,OTHER VIRAL EXANTHEMATA
057.0,ERYTHEMA INFECTIOSUM (FIFTH DISEASE)
057.8,OTHER
057.9,UNSPECIFIED
060,YELLOW FEVER
060.0,SYLVATIC
060.1,URBAN
060.9,UNSPECIFIED
061,DENGUE
062,MOSQUITO-BORNE VIRAL ENCEPHALITIS
062.0,JAPANESE ENCEPHALITIS
062.1,WESTERN EQUINE ENCEPHALITIS
062.2,EASTERN EQUINE ENCEPHALITIS
062.3,ST.LOUIS ENCEPHALITIS
062.4,AUSTRALIAN ENCEPHALITIS
062.5,CALIFORNIA VIRUS ENCEPHALITIS
062.8,OTHER
062.9,UNSPECIFIED
063,TICK-BORNE VIRAL ENCEPHALITIS
063.0,RUSSIAN SPRING-SUMMER (TAIGA) ENCEPHALITIS
063.1,LOUPING ILL
063.2,CENTRAL EUROPEAN ENCEPHALITIS
063.8,OTHER
063.9,UNSPECIFIED
064,VIRAL ENCEPHALITIS TRANSMITTED BY OTHER AND UNSPECIFIED ARTHROPODS
065,ARTHROPOD-BORNE HAEMORRHAGIC FEVER
065.0,CRIMEAN HAEMORRHAGIC FEVER (CHF CONGO VIRUS)
065.1,OMSK HAEMORRHAGIC FEVER
065.2,KYASANUR FOREST DISEASE
065.3,OTHER TICK-BORNE HAEMORRHAGIC FEVER
065.4,MOSQUITO-BORNE HAEMORRHAGIC FEVER
065.8,OTHER
065.9,UNSPECIFIED
066,OTHER ARTHROPOD-BORNE VIRAL DISEASES
066.0,PHLEBOTOMUS FEVER
066.1,TICK-BORNE FEVER
066.2,VENEZUELAN EQUINE FEVER
066.3,OTHER MOSQUITO-BORNE FEVER
066.8,OTHER
066.9,UNSPECIFIED
070,VIRAL HEPATITIS
070.0,VIRAL HEPATITIS 'A' WITH HEPATIC COMA
070.1,VIRAL HEPATITIS 'A' WITHOUT MENTION OF HEPATIC COMA
070.2,VIRAL HEPATITIS 'B' WITH HEPATIC COMA
070.3,VIRAL HEPATITIS 'B' WITHOUT MENTION OF HEPATIC COMA
070.4,OTHER SPECIFIED VIRAL HEPATITIS WITH HEPATIC COMA
070.5,OTHER SPECIFIED VIRAL HEPATITIS WITHOUT MENTION OF HEPATIC COMA
070.6,UNSPECIFIED VIRAL HEPATITIS WITH HEPATIC COMA
070.9,UNSPECIFIED VIRAL HEPATITIS WITHOUT MENTION OF HEPATIC COMA
071,RABIES
072,MUMPS
072.0,MUMPS ORCHITIS
072.1,MUMPS MENINGITIS
072.2,MUMPS ENCEPHALITIS
072.3,MUMPS PANCREATITIS
072.7,MUMPS WITH OTHER COMPLICATIONS
072.8,MUMPS WITH UNSPECIFIED COMPLICATION
072.9,MUMPS WITHOUT MENTION OF COMPLICATION
073,ORNITHOSIS
074,SPECIFIC DISEASES DUE TO COXSACKIE VIRUS
074.0,HERPANGINA
074.1,EPIDEMIC PLEURODYNIA
074.2,COXSACKIE CARDITIS
074.3,"HAND, FOOT AND MOUTH DISEASE"
074.8,OTHER
075,INFECTIOUS MONONUCLEOSIS
076,TRACHOMA
076.0,INITIAL STAGE
076.1,ACTIVE STAGE
076.9,UNSPECIFIED
077,OTHER DISEASES OF CONJUNCTIVA DUE TO VIRUSES AND CHLAMYDIAE
077.0,INCLUSION CONJUNCTIVITIS
077.1,EPIDEMIC KERATOCONJUNCTIVITIS
077.2,PHARYNGOCONJUNCTIVAL FEVER
077.3,OTHER ADENOVIRAL CONJUNCTIVITIS
077.4,EPIDEMIC HAEMORRHAGIC CONJUNCTIVITIS
077.8,OTHER VIRAL CONJUNCTIVITIS
077.9,UNSPECIFIED
078,OTHER DISEASES DUE TO VIRUSES AND CHLAMYDIAE
078.0,MOLLUSCUM CONTAGIOSUM
078.1,VIRAL WARTS
078.2,SWEATING FEVER
078.3,CAT-SCRATCH DISEASE
078.4,FOOT AND MOUTH DISEASE
078.5,CYTOMEGALIC INCLUSION DISEASE
078.6,HAEMORRHAGIC NEPHROSONEPHRITIS
078.7,ARENAVIRAL HAEMORRHAGIC FEVER
078.8,OTHER
079,VIRAL INFECTION IN CONDITIONS CLASSIFIED ELSEWHERE AND
,OF UNSPECIFIED SITE
079.0,ADENOVIRUS
079.1,ECHO VIRUS
079.2,COXSACKIE VIRUS
079.3,RHINOVIRUS
079.8,OTHER
079.9,UNSPECIFIED
080,LOUSE-BORNE (EPIDEMIC) TYPHUS
081,OTHER TYPHUS
081.0,MURINE (ENDEMIC) TYPHUS
081.1,BRILL'S DISEASE
081.2,SCRUB TYPHUS
081.9,UNSPECIFIED
082,TICK-BORNE RICKETTSIOSES
082.0,SPOTTED FEVERS
082.1,BOUTONNEUSE FEVER
082.2,NORTH ASIAN TICK FEVER
082.3,QUEENSLAND TICK TYPHUS
082.8,OTHER
082.9,UNSPECIFIED
083,OTHER RICKETTSIOSES
083.0,Q-FEVER
083.1,TRENCH FEVER
083.2,RICKETTSIALPOX
083.8,OTHER
083.9,UNSPECIFIED
084,MALARIA
084.0,FALCIPARUM MALARIA (MALIGNANT TERTIAN)
084.1,VIVAX MALARIA (BENIGN TERTIAN)
084.2,QUARTAN MALARIA
084.3,OVALE MALARIA
084.4,OTHER MALARIA
084.5,MIXED
084.6,UNSPECIFIED
084.7,INDUCED MALARIA
084.8,BLACKWATER FEVER
084.9,OTHER PERNICIOUS COMPLICATIONS OF MALARIA
085,LEISHMANIASIS
085.0,VISCERAL (KALA-AZAR)
085.1,"CUTANEOUS, URBAN"
085.2,"CUTANEOUS, ASIAN DESERT"
085.3,"CUTANEOUS, ETHIOPIAN"
085.4,"CUTANEOUS, AMERICAN"
085.5,MUCOCUTANEOUS (AMERICAN)
085.9,UNSPECIFIED
086,TRYPANOSOMIASIS
086.0,CHAGA'S DISEASE WITH HEART INVOLVEMENT
086.1,CHAGA'S DISEASE WITH OTHER ORGAN INVOLVEMENT
086.2,CHAGA'S DISEASE WITHOUT MENTION OF ORGAN INVOLVEMENT
086.3,GAMBIAN TRYPANOSOMIASIS
086.4,RHODESIAN TRYPANOSOMIASIS
086.5,"AFRICAN TRYPANOSOMIASIS, UNSPECIFIED"
086.9,UNSPECIFIED
087,RELAPSING FEVER
087.0,LOUSE-BORNE
087.1,TICK-BORNE
087.9,UNSPECIFIED
088,OTHER ARTHROPOD-BORNE DISEASES
088.0,BARTONELLOSIS
088.8,OTHER
088.9,UNSPECIFIED
090,CONGENITAL SYPHILIS
090.0,"EARLY CONGENITAL SYPHILIS, SYMPTOMATIC"
090.1,"EARLY CONGENITAL SYPHILIS, LATENT"
090.2,"EARLY CONGENITAL SYPHILIS, UNSPECIFIED"
090.3,SYPHILITIC INTERSTITIAL KERATITIS
090.4,JUVENILE NEUROSYPHILIS
090.5,"OTHER LATE CONGENITAL SYPHILIS, SYMPTOMATIC"
090.6,"LATE CONGENITAL SYPHILIS, LATENT"
090.7,"LATE CONGENITAL SYPHILIS, UNSPECIFIED"
090.9,"CONGENITAL SYPHILIS, UNSPECIFIED"
091,"EARLY SYPHILIS, SYMPTOMATIC"
091.0,GENITAL SYPHILIS (PRIMARY)
091.1,PRIMARY ANAL SYPHILIS
091.2,OTHER PRIMARY SYPHILIS
091.3,SECONDARY SYPHILIS OF SKIN OR MUCOUS MEMBRANES
091.4,ADENOPATHY DUE TO SECONDARY SYPHILIS
091.5,UVEITIS DUE TO SECONDARY SYPHILIS
091.6,SECONDARY SYPHILIS OF VISCERA AND BONE
091.7,"SECONDARY SYPHILIS, RELAPSE"
091.8,OTHER FORMS OF SECONDARY SYPHILIS
091.9,UNSPECIFIED SECONDARY SYPHILIS
092,"EARLY SYPHILIS, LATENT"
092.0,"EARLY SYPHILIS, LATENT, SEROLOGICAL RELAPSE AFTER TREATMENT"
092.9,"EARLY SYPHILIS, LATENT, UNSPECIFIED"
093,CARDIOVASCULAR SYPHILIS
093.0,"ANEURYSM OF AORTA, SPECIFIED AS SYPHILITIC"
093.1,SYPHILITIC AORTITIS
093.2,SYPHILITIC ENDOCARDITIS
093.8,OTHER
093.9,UNSPECIFIED
094,NEUROSYPHILIS
094.0,TABES DORSALIS
094.1,GENERAL PARESIS
094.2,SYPHILITIC MENINGITIS
094.3,ASYMPTOMATIC NEUROSYPHILIS
094.8,OTHER
094.9,UNSPECIFIED
095,"OTHER FORMS OF LATE SYPHILIS, WITH SYMPTOMS"
096,"LATE SYPHILIS, LATENT"
097,OTHER AND UNSPECIFIED SYPHILIS
097.0,"LATE SYPHILIS, UNSPECIFIED"
097.1,"LATENT SYPHILIS, UNSPECIFIED"
097.9,"SYPHILIS, UNSPECIFIED"
098,GONOCOCCAL INFECTIONS
098.0,"ACUTE, OF LOWER GENITOURINARY TRACT"
098.1,"ACUTE, OF UPPER GENITOURINARY TRACT"
098.2,"CHRONIC, OF LOWER GENITOURINARY TRACT"
098.3,"CHRONIC, OF UPPER GENITOURINARY TRACT"
098.4,OF EYE
098.41,"IRIDOCYLITIS, GONOCOCCAL"
098.43,"KERATITIS, GONOCOCCAL"
098.5,OF JOINT
098.6,OF PHARYNX
098.7,OF ANUS AND RECTUM
098.8,OF OTHER SITES
099,OTHER VENEREAL DISEASES
099.0,CHANCROID
099.1,LYMPHOGRANULOMA VENEREUM
099.2,GRANULOMA INGUINALE
099.3,REITER'S DISEASE
099.4,OTHER NONGONOCOCCAL URETHRITIS
099.8,OTHER
099.9,UNSPECIFIED
100,LEPTOSPIROSIS
100.0,LEPTOSPIROSIS ICTEROHAEMORRHAGICA
100.8,OTHER
100.9,UNSPECIFIED
101,VINCENT'S ANGINA
102,YAWS
102.0,INITIAL LESIONS
102.1,MULTIPLE PAPILLOMATA AND WET CRAB YAWS
102.2,OTHER EARLY SKIN LESIONS
102.3,HYPERKERATOSIS
102.4,GUMMATA AND ULCERS
102.5,GANGOSA
102.6,BONE AND JOINT LESIONS
102.7,OTHER MANIFESTATIONS
102.8,LATENT YAWS
102.9,"YAWS, UNSPECIFIED"
103,PINTA
103.0,PRIMARY LESIONS
103.1,INTERMEDIATE LESIONS
103.2,LATE LESIONS
103.3,MIXED LESIONS
103.9,UNSPECIFIED
104,OTHER SPIROCHAETAL INFECTION
104.0,NONVENEREAL ENDEMIC SYPHILIS
104.8,OTHER
104.9,UNSPECIFIED
110,DERMATOPHYTOSIS
110.0,OF SCALP AND BEARD
110.1,OF NAIL
110.2,OF HAND
110.3,OF GROIN AND PERIANAL AREA
110.4,OF FOOT
110.5,OF THE BODY
110.6,DEEP SEATED DERMATOPHYTOSIS
110.8,OF OTHER SITES
110.9,OF UNSPECIFIED SITE
111,"DERMATOMYCOSIS, OTHER AND UNSPECIFIED"
111.0,PITYRIASIS VERSICOLOR
111.1,TINEA NIGRA
111.2,TINEA BLANCA
111.3,BLACK PIEDRA
111.8,OTHER
111.9,UNSPECIFIED
112,CANDIDIASIS
112.0,OF MOUTH
112.1,OF VULVA AND VAGINA
112.2,OF OTHER UROGENITAL SITES
112.3,OF SKIN AND NAILS
112.4,OF LUNG
112.5,DISSEMINATED
112.8,OF OTHER SITES
112.9,OF UNSPECIFIED SITE
114,COCCIDIOIDOMYCOSIS
115,HISTOPLASMOSIS
115.0,INFECTION BY HISTOPLASMA CAPSULATUM
115.1,INFECTION BY HISTOPLASMA DUBOISII
115.9,UNSPECIFIED
116,BLASTOMYCOTIC INFECTION
116.0,BLASTOMYCOSIS
116.1,PARACOCCIDIOIDOMYCOSIS
116.2,LOBOMYCOSIS
117,OTHER MYCOSES
117.0,RHINOSPORIDIOSIS
117.1,SPOROTRICHOSIS
117.2,CHROMOBLASTOMYCOSIS
117.3,ASPERGILLOSIS
117.4,MYCOTIC MYCETOMAS
117.5,CRYPTOCOCCOSIS
117.6,ALLESCHERIOSIS (PETRIELLIDOSIS)
117.7,ZYGOMYCOSIS (PHYCOMYCOSIS OR MUCORMYCOSIS)
117.8,INFECTION BY DEMATIACIOUS FUNGI (PHAEOHYPHOMYCOSIS)
117.9,OTHER AND UNSPECIFIED
118,OPPORTUNISTIC MYCOSES
120,SCHISTOSOMIASIS (BILHARZIASIS)
120.0,SCHISTOSOMA HAEMATOBIUM
120.1,SCHISTOSOMA MANSONI
120.2,SCHISTOSOMA JAPONICUM
120.3,CUTANEOUS
120.8,OTHER
120.9,UNSPECIFIED
121,OTHER TREMATODE INFECTIONS
121.0,OPISTHORCHIASIS
121.1,CLONORCHIASIS
121.2,PARAGONIMIASIS
121.3,FASCIOLIASIS
121.4,FASCIOLOPSIASIS
121.5,METAGONIMIASIS
121.6,HETEROPHYIASIS
121.8,OTHER
121.9,UNSPECIFIED
122,ECHINOCOCCOSIS
122.0,ECHINOCOCCUS GRANULOSUS INFECTION OF LIVER
122.1,ECHINOCOCCUS GRANULOSUS INFECTION OF LUNG
122.2,ECHINOCOCCUS GRANULOSUS INFECTION OF THYROID
122.3,"ECHINOCOCCUS GRANULOSUS INFECTION, OTHER"
122.4,"ECHINOCOCCUS GRANULOSUS INFECTION, UNSPECIFIED"
122.5,ECHINOCOCCUS MULTILOCULARIS INFECTION OF LIVER
122.6,"ECHINOCOCCUS MULTILOCULARIS INFECTION, OTHER"
122.7,"ECHINOCOCCUS MULTILOCULARIS INFECTION, UNSPECIFIED"
122.8,"ECHINOCOCCOSIS, UNSPECIFIED, OF LIVER"
122.9,"ECHINOCOCCOSIS, OTHER AND UNSPECIFIED"
123,OTHER CESTODE INFECTION
123.0,"TAENIA SOLIUM INFECTION, INTESTINAL FORM"
123.1,CYSTICERCOSIS
123.2,TAENIA SAGINATA INFECTION
123.3,"TAENIASIS, UNSPECIFIED"
123.4,"DIPHYLLOBOTHRIASIS, INTESTINAL"
123.5,SPARGANOSIS (LARVAL DIPHYLLOBOTHRIASIS)
123.6,HYMENOLEPIASIS
123.8,OTHER
123.9,UNSPECIFIED
124,TRICHINOSIS
125,FILARIAL INFECTION AND DRACONTIASIS
125.0,BANCROFTIAN FILARIASIS
125.1,MALAYAN FILARIASIS
125.2,LOIASIS
125.3,ONCHOCERCIASIS
125.4,DIPETALONEMIASIS
125.5,MANSONELLA OZZARDI INFECTION
