Code,Description
787.3,"FLATULENCE, ERUCTATION AND GAS PAIN"
787.4,VISIBLE PERISTALSIS
787.5,ABNORMAL BOWEL SOUNDS
787.6,INCONTINENCE OF FAECES
787.7,ABNORMAL FAECES
787.9,OTHER
788,SYMPTOMS INVOLVING URINARY SYSTEM
788.0,RENAL COLIC
788.1,DYSURIA
788.2,RETENTION OF URINE
788.3,INCONTINENCE OF URINE
788.4,FREQUENCY OF URINATION AND POLYURIA
788.5,OLIGURIA AND ANURIA
788.6,OTHER ABNORMALITY OF URINATION
788.7,URETHRAL DISCHARGE
788.8,EXTRAVASATION OF URINE
788.9,OTHER
789,OTHER SYMPTOMS INVOLVING ABDOMEN AND PELVIS
7890,ABDOMINAL PAIN
789.1,HEPATOMEGALY
789.2,SPLENOMEGALY
789.3,"ABDOMINAL OR PELVIC SWELLING, MASS OR LUMP"
789.4,ABDOMINAL RIGIDITY
789.5,ASCITES
789.9,OTHER
790,NONSPECIFIC FINDINGS ON EXAMINATION OF BLOOD
790.0,ABNORMALITY OF RED BLOOD CELLS
790.1,ELEVATED SEDIMENTATION RATE
790.2,ABNORMAL GLUCOSE TOLERANCE TEST
790.3,EXCESSIVE BLOOD LEVEL OF ALCOHOL
790.4,DEHYDROGENASE (LDH)
790.4,NONSPECIFIC ELEVATION OF LEVELS OF TRANSAMINASE OR LACTIC ACID
790.5,OTHER NONSPECIFIC ABNORMAL SERUM ENZYME LEVELS
790.6,OTHER ABNORMAL BLOOD CHEMISTRY
790.7,"BACTERAEMIA, UNSPECIFIED"
790.8,"VIRAEMIA, UNSPECIFIED"
790.9,OTHER
791,NONSPECIFIC FINDINGS ON EXAMINATION OF URINE
791.0,PROTEINURIA
791.1,CHYLURIA
791.2,HAEMOGLOBINURIA
791.3,MYOGLOBINURIA
791.4,BILIURIA
791.5,GLYCOSURIA
791.6,ACETONURIA
791.7,OTHER CELLS AND CASTS IN URINE
791.9,OTHER
792,NONSPECIFIC ABNORMAL FINDINGS IN OTHER BODY SUBSTANCES
792.0,CEREBROSPINAL FLUID
792.1,STOOL CONTENTS
792.2,SEMEN
792.3,AMNIOTIC FLUID
792.4,SALIVA
792.9,OTHER
793,NONSPECIFIC ABNORMAL FINDINGS ON RADIOLOGICAL AND OTHER EXAMINATION OF BODY STRUCTURE
793.0,SKULL AND HEAD
793.1,LUNG FIELD
793.2,OTHER INTRATHORACIC ORGAN
793.3,BILIARY TRACT
793.4,GASTROINTESTINAL TRACT
793.5,GENITOURINARY ORGANS
793.6,"ABDOMINAL AREA, INCLUDING RETROPERITONEUM"
793.7,MUSCULOSKELETAL SYSTEM
793.8,BREAST
793.9,OTHER
794,NONSPECIFIC ABNORMAL RESULTS OF FUNCTION STUDIES
794.0,BRAIN AND CENTRAL NERVOUS SYSTEM
794.1,PERIPHERAL NERVOUS SYSTEM AND SPECIAL SENSES
794.2,PULMONARY
794.3,CARDIOVASCULAR
794.4,KIDNEY
794.5,THYROID
794.6,OTHER ENDOCRINE FUNCTION STUDY
794.7,BASAL METABOLISM
794.8,LIVER
794.9,OTHER
795,NONSPECIFIC ABNORMAL HISTOLOGICAL AND IMMUNOLOGICAL FINDINGS
795.0,NONSPECIFIC ABNORMAL PAPANICOLAOU SMEAR OF CERVIX
795.1,NONSPECIFIC ABNORMAL PAPANICOLAOU SMEAR OF OTHER ORIGIN
795.2,NONSPECIFIC ABNORMAL FINDINGS ON CHROMOSOMAL ANALYSIS
795.3,NONSPECIFIC POSITIVE CULTURE FINDINGS
795.4,OTHER NONSPECIFIC ABNORMAL HISTOLOGICAL FINDINGS
795.5,NONSPECIFIC REACTION TO TUBERCULIN TEST
795.6,FALSE POSITIVE SEROLOGICAL TEST FOR SYPHILIS
795.7,OTHER NONSPECIFIC IMMUNOLOGICAL FINDINGS
795.8,POSITIVE HIV ANTIBODY SEROLOGY OR POSITIVE VIRAL CULTURE FINDINGS FOR HUMAN IMMUNODEFICIENCY VIRUS (HIV)
796,OTHER NONSPECIFIC ABNORMAL FINDINGS
796.0,NONSPECIFIC ABNORMAL TOXICOLOGICAL FINDINGS
796.1,ABNORMAL REFLEX
796.2,ELEVATED BLOOD PRESSURE READING WITHOUT DIAGNOSIS OF HYPERTENSION
796.3,NONSPECIFIC LOW BLOOD PRESSURE READING
796.4,OTHER ABNORMAL CLINICAL FINDINGS
796.9,OTHER
797,SENILITY WITHOUT MENTION OF PSYCHOSIS
798,"SUDDEN DEATH, CAUSE UNKNOWN"
798.0,SUDDEN INFANT DEATH SYNDROME
798.1,INSTANTANEOUS DEATH
798.2,"DEATH OCCURRING IN LESS THAN 24 HOURS FROM ONSET OF SYMPTOMS, NOT OTHERWISE EXPLAINED"
798.9,UNATTENDED DEATH
799,OTHER ILL-DEFINED AND UNKNOWN CAUSES OF MORBIDITY AND MORTALITY
799.0,ASPHYXIA
799.1,RESPIRATORY FAILURE
799.2,NERVOUSNESS
799.3,"DEBILITY, UNSPECIFIED"
799.4,CACHEXIA
799.8,OTHER ILL-DEFINED CONDITIONS
799.9,OTHER UNKNOWN AND UNSPECIFIED CAUSE
