Code,Description
3000,ANXIETY STATES
300.1,HYSTERIA
300.11,"BLINDNESS, HYSTERICAL"
300.2,PHOBIC STATE
300.3,OBSESSIVE-COMPULSIVE DISORDERS
300.4,NEUROTIC DEPRESSION
300.5,NEURASTHENIA
300.6,DEPERSONALIZATION SYNDROME
300.7,HYPOCHONDRIASIS
300.8,OTHER NEUROTIC DISORDERS
300.9,UNSPECIFIED
301,PERSONALITY DISORDERS
301.0,PARANOID PERSONALITY DISORDER
301.1,AFFECTIVE PERSONALITY DISORDER
301.2,SCHIZOID PERSONALITY DISORDER
301.3,EXPLOSIVE PERSONALITY DISORDER
301.4,ANANKASTIC PERSONALITY DISORDER
301.5,HYSTERICAL PERSONALITY DISORDER
301.6,ASTHENIC PERSONALITY DISORDER
301.7,MANIFESTATION
301.7,PERSONALITY DISORDER WITH PREDOMINANTLY SOCIOPATHIC OR ASOCIAL
301.8,OTHER PERSONALITY DISORDERS
301.9,UNSPECIFIED
302,SEXUAL DEVIATIONS AND DISORDERS
302.1,BESTIALITY
302.2,PAEDOPHILIA
302.4,EXHIBITIONISM
302.6,DISORDERS OF PSYCHOSEXUAL IDENTITY
302.7,FRIGIDITY AND IMPOTENCE
302.8,OTHER
302.9,UNSPECIFIED
303,ALCOHOL DEPENDENCE SYNDROME
304,DRUG DEPENDENCE
304.0,MORPHINE TYPE
304.1,BARBITURATE TYPE
304.2,COCAINE
304.3,CANNABIS
304.4,AMPHETAMINE TYPE AND OTHER PSYCHOSTIMULANTS
304.5,HALLUCINOGENS
304.6,OTHER
304.7,COMBINATIONS OF MORPHINE TYPE DRUG WITH ANY OTHER
304.8,COMBINATIONS EXCLUDING MORPHINE TYPE DRUG
304.9,UNSPECIFIED
305,NONDEPENDENT ABUSE OF DRUGS
305.0,ALCOHOL
305.1,TOBACCO
305.2,CANNABIS
305.3,HALLUCINOGENS
305.4,BARBITURATES AND TRANQUILLIZERS
305.5,MORPHINE TYPE
305.6,COCAINE TYPE
305.7,AMPHETAMINE TYPE
305.8,ANTIDEPRESSANTS
305.9,"OTHER, MIXED OR UNSPECIFIED"
306,PHYSIOLOGICAL MALFUNCTION ARISING FROM MENTAL FACTORS
306.0,MUSCULOSKELETAL
306.1,RESPIRATORY
306.2,CARDIOVASCULAR
306.3,SKIN
306.4,GASTROINTESTINAL
306.5,GENITOURINARY
306.6,ENDOCRINE
306.7,ORGANS OF SPECIAL SENSE
306.8,OTHER
306.9,UNSPECIFIED
307,SPECIAL SYMPTOMS OR SYNDROMES NOT ELSEWHERE CLASSIFIED
307.0,STAMMERING AND STUTTERING
307.1,ANOREXIA NERVOSA
307.2,TICS
307.3,STEREOTYPED REPETITIVE MOVEMENTS
307.4,SPECIFIC DISORDERS OF SLEEP
307.5,OTHER AND UNSPECIFIED DISORDERS OF EATING
307.6,ENURESIS
307.7,ENCOPRESIS
307.8,PSYCHALGIA
307.81,"HEADACHE, TENSION"
307.9,OTHER AND UNSPECIFIED
308,ACUTE REACTION TO STRESS
308.0,PREDOMINANT DISTURBANCE OF EMOTIONS
308.1,PREDOMINANT DISTURBANCE OF CONSCIOUSNESS
308.2,PREDOMINANT PSYCHOMOTOR DISTURBANCE
308.3,OTHER
308.4,MIXED
308.9,UNSPECIFIED
309,ADJUSTMENT REACTION
309.0,BRIEF DEPRESSIVE REACTION
309.1,PROLONGED DEPRESSIVE REACTION
309.2,WITH PREDOMINANT DISTURBANCE OF OTHER EMOTIONS
309.3,WITH PREDOMINANT DISTURBANCE OF CONDUCT
309.4,WITH MIXED DISTURBANCE OF EMOTIONS AND CONDUCT
309.8,OTHER
309.9,UNSPECIFIED
310,SPECIFIC NONPSYCHOTIC MENTAL DISORDERS FOLLOWING ORGANIC BRAIN DAMAGE
310.0,FRONTAL LOBE SYNDROME
310.1,COGNITIVE OR PERSONALITY CHANGE OF OTHER TYPE
310.2,POSTCONCUSSIONAL SYNDROME
310.8,OTHER
310.9,UNSPECIFIED
311,"DEPRESSIVE DISORDER, NOT ELSEWHERE CLASSIFIED"
312,DISTURBANCE OF CONDUCT NOT ELSEWHERE CLASSIFIED
312.0,UNSOCIALIZED DISTURBANCE OF CONDUCT
312.1,SOCIALIZED DISTURBANCE OF CONDUCT
312.2,COMPULSIVE CONDUCT DISORDER
312.3,MIXED DISTURBANCE OF CONDUCT AND EMOTIONS
312.8,OTHER
312.9,UNSPECIFIED
313,DISTURBANCE OF EMOTIONS SPECIFIC TO CHILDHOOD AND ADOLESCENCE
313.0,WITH ANXIETY AND FEARFULNESS
313.1,WITH MISERY AND UNHAPPINESS
313.2,"WITH SENSITIVITY, SHYNESS AND SOCIAL WITHDRAWAL"
313.3,RELATIONSHIP PROBLEMS
313.8,OTHER OR MIXED
313.9,UNSPECIFIED
314,HYPERKINETIC SYNDROME OF CHILDHOOD
314,SIMPLE DISTURBANCE OF ACTIVITY AND ATTENTION
314.1,HYPERKINESIS WITH DEVELOPMENTAL DELAY
314.2,HYPERKINETIC CONDUCT DISORDER
314.8,OTHER
314.9,UNSPECIFIED
315,SPECIFIC DELAYS IN DEVELOPMENT
315,SPECIFIC READING RETARDATION
315.1,SPECIFIC ARITHMETICAL RETARDATION
315.2,OTHER SPECIFIC LEARNING DIFFICULTIES
315.3,DEVELOPMENTAL SPEECH OR LANGUAGE DISORDER
315.4,SPECIFIC MOTOR RETARDATION
315.5,MIXED DEVELOPMENT DISORDER
315.8,OTHER
315.9,UNSPECIFIED
316,PSYCHIC FACTORS ASSOCIATED WITH DISEASES CLASSIFIED ELSEWHERE
317,MILD MENTAL RETARDATION
318,OTHER SPECIFIED MENTAL RETARDATION
318,MODERATE MENTAL RETARDATION
318.1,SEVERE MENTAL RETARDATION
318.2,PROFOUND MENTAL RETARDATION
319,UNSPECIFIED MENTAL RETARDATION
