Code,Description
404.9,NOT SPECIFIED AS MALIGNANT OR BENIGN
405,SECONDARY HYPERTENSION
405.0,SPECIFIED AS MALIGNANT
405.1,SPECIFIED AS BENIGN
405.9,NOT SPECIFIED AS MALIGNANT OR BENIGN
410,ACUTE MYOCARDIAL INFARCTION
410.0,ACUTE MYOCARDIAL INFARCTION
411,OTHER ACUTE AND SUBACUTE FORMS OF ISCHAEMIC HEART DISEASE
412,OLD MYOCARDIAL INFARCTION
413,ANGINA PECTORIS
414,OTHER FORMS OF CHRONIC ISCHAEMIC HEART DISEASE
414.0,CORONARY ATHEROSCLEROSIS
414.1,ANEURYSM OF HEART
414.8,OTHER
414.9,UNSPECIFIED
415,ACUTE PULMONARY HEART DISEASE
415.0,ACUTE COR PULMONALE
415.1,PULMONARY EMBOLISM
416,CHRONIC PULMONARY HEART DISEASE
416.0,PRIMARY PULMONARY HYPERTENSION
416.1,KYPHOSCOLIOTIC HEART DISEASE
416.8,OTHER
416.9,"PULMONARY HEART DISEASE, UNSPECIFIED"
417,OTHER DISEASES OF PULMONARY CIRCULATION
417.0,ARTERIOVENOUS FISTULA OF PULMONARY VESSELS
417.1,ANEURYSM OF PULMONARY ARTERY
417.8,OTHER
417.9,UNSPECIFIED
420,ACUTE PERICARDITIS
420.0,PERICARDITIS IN DISEASES CLASSIFIED ELSEWHERE
420.9,OTHER AND UNSPECIFIED ACUTE PERICARDITIS
421,ACUTE AND SUBACUTE ENDOCARDITIS
421.0,ACUTE AND SUBACUTE BACTERIAL ENDOCARDITIS
421.1,ACUTE AND SUBACUTE INFECTIVE ENDOCARDITIS IN DISEASES CLASSIFIED
421.1,ELSEWHERE
421.9,"ACUTE ENDOCARDITIS, UNSPECIFIED"
422,ACUTE MYOCARDITIS
422.0,ACUTE MYOCARDITIS IN DISEASES CLASSIFIED ELSEWHERE
422.9,OTHER AND UNSPECIFIED ACUTE MYOCARDITIS
423,OTHER DISEASES OF PERICARDIUM
423.0,HAEMOPERICARDIUM
423.1,ADHESIVE PERICARDITIS
423.2,CONSTRICTIVE PERICARDITIS
423.8,OTHER
423.9,UNSPECIFIED
424,OTHER DISEASES OF ENDOCARDIUM
424.0,MITRAL VALVE DISORDERS
424.1,AORTIC VALVE DISORDERS
424.2,"TRICUSPID VALVE DISORDERS, SPECIFIED AS NONRHEUMATIC"
424.3,PULMONARY VALVE DISORDERS
424.9,"ENDOCARDITIS, VALVE UNSPECIFIED"
425,CARDIOMYOPATHY
425.0,ENDOMYOCARDIAL FIBROSIS
425.1,HYPERTROPHIC OBSTRUCTIVE CARDIOMYOPATHY
425.2,OBSCURE CARDIOMYOPATHY OF AFRICA
425.3,ENDOCARDIAL FIBROELASTOSIS
425.4,OTHER PRIMARY CARDIOMYOPATHIES
425.5,ALCOHOLIC CARDIOMYOPATHY
425.6,CARDIOMYOPATHY IN CHAGAS'S DISEASE
425.7,NUTRITIONAL AND METABOLIC CARDIOMYOPATHIES
425.8,CARDIOMYOPATHY IN OTHER DISEASES CLASSIFIED ELSEWHERE
425.9,"SECONDARY CARDIOMYOPATHY, UNSPECIFIED"
426,CONDUCTION DISORDERS
426.0,"ATRIOVENTRICULAR BLOCK, COMPLETE"
426.1,"ATRIOVENTRICULAR BLOCK, OTHER AND UNSPECIFIED"
426.2,LEFT BUNDLE BRANCH HEMIBLOCK
426.3,OTHER LEFT BUNDLE BRANCH BLOCK
426.4,RIGHT BUNDLE BRANCH BLOCK
426.5,"BUNDLE BRANCH BLOCK, UNSPECIFIED"
426.6,OTHER HEART BLOCK
426.7,ANOMALOUS ATRIOVENTRICULAR EXCITATION
426.8,OTHER
426.9,UNSPECIFIED
427,CARDIAC DYSRHYTHMIAS
4270,PAROXYSMAL SUPRAVENTRICULAR TACHYCARDIA
427.1,PAROXYSMAL VENTRICULAR TACHYCARDIA
427.2,"PAROXYSMAL TACHYCARDIA, UNSPECIFIED"
427.3,ATRIAL FIBRILLATION AND FLUTTER
427.4,VENTRICULAR FIBRILLATION AND FLUTTER
427.5,CARDIAC ARREST
427.6,PREMATURE BEATS
427.8,OTHER
427.9,UNSPECIFIED
428,HEART FAILURE
428.0,CONGESTIVE HEART FAILURE
428.1,LEFT HEART FAILURE
428.9,UNSPECIFIED
429,ILL-DEFINED DESCRIPTIONS AND COMPLICATIONS OF HEART DISEASE
429.0,"MYOCARDITIS, UNSPECIFIED"
429.1,MYOCARDIAL DEGENERATION
429.2,"CARDIOVASCULAR DISEASE, UNSPECIFIED"
429.3,CARDIOMEGALY
"429.4               FUNCTIONAL DISTURBANCES FOLLOWING CARDIAC SURGERY
429.5               RUPTURE OF CHORDAE TENDINAE
429.6               RUPTURE OF PAPILLARY MUSCLE
429.8               OTHER
429.9               UNSPECIFIED",
430,SUBARACHNOID HAEMORRHAGE
431,INTRACEREBRAL HAEMORRHAGE
432,OTHER AND UNSPECIFIED INTRACRANIAL HAEMORRHAGE
432.0,NONTRAUMATIC EXTRADURAL HAEMORRHAGE
432.1,SUBDURAL HAEMORRHAGE
432.9,UNSPECIFIED INTRACRANIAL HAEMORRHAGE
433,OCCLUSION AND STENOSIS OF PRECEREBRAL ARTERIES
433.0,BASILAR ARTERY
433.1,CAROTID ARTERY
433.2,VERTEBRAL ARTERY
433.3,MULTIPLE AND BILATERAL
433.8,OTHER
433.9,UNSPECIFIED
434,OCCLUSION OF CEREBRAL ARTERIES
434.0,CEREBRAL THROMBOSIS
434.1,CEREBRAL EMBOLISM
434.9,UNSPECIFIED
435,TRANSIENT CEREBRAL ISCHAEMIA
436,ACUTE BUT ILL-DEFINED CEREBROVASCULAR DISEASE
437,OTHER AND ILL-DEFINED CEREBROVASCULAR DISEASE
437.0,CEREBRAL ATHEROSCLEROSIS
437.1,OTHER GENERALIZED ISCHAEMIC CEREBROVASCULAR DISEASE
437.2,HYPERTENSIVE ENCEPHALOPATHY
437.3,"CEREBRAL ANEURYSM, NONRUPTURED"
437.4,CEREBRAL ARTERITIS
437.5,MOYAMOYA DISEASE
437.6,NONPYOGENIC THROMBOSIS OF INTRACRANIAL VENOUS SINUS
437.8,OTHER
437.9,UNSPECIFIED
438,LATE EFFECTS OF CEREBROVASCULAR DISEASE
440,ATHEROSCLEROSIS
440.0,OF AORTA
440.1,OF RENAL ARTERY
440.2,OF ARTERIES OF THE EXTREMITIES
440.8,OF OTHER SPECIFIED ARTERIES
440.9,GENERALIZED AND UNSPECIFIED
441,AORTIC ANEURYSM
441.0,DISSECTING ANEURYSM (ANY PART)
441.1,"THORACIC ANEURYSM, RUPTURED"
441.2,THORACIC ANEURYSM WITHOUT MENTION OF RUPTURE
441.3,"ABDOMINAL ANEURYSM, RUPTURED"
441.4,ABDOMINAL ANEURYSM WITHOUT MENTION OF RUPTURE
441.5,"AORTIC ANEURYSM OF UNSPECIFIED SITE, RUPTURED"
441.6,AORTIC ANEURYSM OF UNSPECIFIED SITE WITHOUT MENTION OF RUPTURE
441.7,SYPHILITIC ANEURYSM OF AORTA
442,OTHER ANEURYSM
442.0,OF ARTERY OF UPPER EXTREMITY
442.1,OF RENAL ARTERY
442.2,OF ILIAC ARTERY
442.3,OF ARTERY OF LOWER EXTREMITY
442.8,OF OTHER SPECIFIED ARTERY
442.9,OF UNSPECIFIED SITE
443,OTHER PERIPHERAL VASCULAR DISEASE
443.0,RAYNAUD'S SYNDROME
443.1,THROMBOANGIITIS OBLITERANS (BUERGER'S DISEASE)
443.8,OTHER
443.9,UNSPECIFIED
444,ARTERIAL EMBOLISM AND THROMBOSIS
444.0,OF ABDOMINAL AORTA
444.1,OF OTHER AORTA
444.2,OF ARTERIES OF THE EXTREMITIES
444.8,OF OTHER SPECIFIED ARTERY
444.9,OF UNSPECIFIED ARTERY
446,POLYARTERITIS NODOSA AND ALLIED CONDITIONS
446.0,POLYARTERITIS NODOSA
446.1,ACUTE FEBRILE MUCOCUTANEOUS LYMPHNODE SYNDROME (MCLS)
4462,HYPERSENSITIVITY ANGIITIS
446.3,LETHAL MIDLINE GRANULOMA
446.4,WEGENER'S GRANULOMATOSIS
446.5,GIANT CELL ARTERITIS
446.6,THROMBOTIC MICROANGIOPATHY
446.7,TAKAYASU DISEASE
447,OTHER DISORDERS OF ARTERIES AND ARTERIOLES
447.0,"ARTERIOVENOUS FISTULA, ACQUIRED"
447.1,STRICTURE OF ARTERY
447.2,RUPTURE OF ARTERY
447.3,HYPERPLASIA OF RENAL ARTERY
447.4,COELIAC ARTERY COMPRESSION SYNDROME
447.5,NECROSIS OF ARTERY
447.6,"ARTERITIS, UNSPECIFIED"
447.7,SYPHILITIC AORTITIS
447.8,OTHER
447.9,UNSPECIFIED
448,DISEASES OF CAPILLARIES
448.0,HEREDITARY HAEMORRHAGIC TELANGIECTASIA
448.1,"NAEVUS, NON-NEOPLASTIC"
448.9,OTHER AND UNSPECIFIED
451.0,PHLEBITIS AND THROMBOPHLEBITIS OF SUPERFICIAL VESSELS OF LOWER EXTREMITIES
451.1,PHLEBITIS AND THROMBOPHLEBITIS OF DEEP VESSELS OF LOWER EXTREMITIES
451.2,"PHLEBITIS AND THROMBOPHLEBITIS OF LOWER EXTREMITIES, UNSPECIFIED"
451.9,OF UNSPECIFIED SITE
452,PORTAL VEIN THROMBOSIS
453,OTHER VENOUS EMBOLISM AND THROMBOSIS
453.0,BUDD-CHIARI SYNDROME
453.1,THROMBOPHLEBITIS MIGRANS
453.2,OF VENA CAVA
453.3,OF RENAL VEIN
453.8,OF OTHER SPECIFIED VEINS
453.9,OF UNSPECIFIED SITE
454,VARICOSE VEINS OF LOWER EXTREMITIES
454.0,WITH ULCER
454.1,WITH INFLAMMATION
454.2,WITH ULCER AND INFLAMMATION
454.9,WITHOUT MENTION OF ULCER OR INFLAMMATION
455,HAEMORRHOIDS
455.0,"INTERNAL HAEMORRHOIDS, WITHOUT MENTION OF COMPLICATION"
455.1,INTERNAL THROMBOSED HAEMORRHOIDS
455.2,INTERNAL HAEMORRHOIDS WITH OTHER COMPLICATION
455.3,EXTERNAL HAEMORRHOIDS WITHOUT MENTION OF COMPLICATION
455.4,EXTERNAL THROMBOSED HAEMORRHOIDS
455.5,EXTERNAL HAEMORRHOIDS WITH OTHER COMPLICATION
455.6,"UNSPECIFIED HAEMORRHOIDS, WITHOUT MENTION OF COMPLICATION"
455.7,UNSPECIFIED THROMBOSED HAEMORRHOIDS
455.8,UNSPECIFIED HAEMORRHOIDS WITH OTHER COMPLICATION
455.9,RESIDUAL HAEMORRHOIDAL SKIN TAGS
456,VARICOSE VEINS OF OTHER SITES
456.0,OESOPHAGEAL VARICES WITH BLEEDING
456.1,OESOPHAGEAL VARICES WITHOUT MENTION OF BLEEDING
456.2,OESOPHAGEAL VARICES IN CIRRHOSIS OF LIVER
456.3,SUBLINGUAL VARICES
456.4,SCROTAL VARICES
456.5,PELVIC VARICES
456.6,VULVAL VARICES
456.8,OTHER
457,NONINFECTIVE DISORDERS OF LYMPHATIC CHANNELS
457.0,POSTMASTECTOMY LYMPHOEDEMA SYNDROME
457.1,OTHER LYMPHOEDEMA
457.2,LYMPHANGITIS
457.8,OTHER NONINFECTIVE DISORDERS OF LYMPHATIC CHANNELS
457.9,UNSPECIFIED
458,HYPOTENSION
458.0,ORTHOSTATIC HYPOTENSION
458.1,CHRONIC HYPOTENSION
458.9,UNSPECIFIED
459,OTHER DISORDERS OF CIRCULATORY SYSTEM
459.0,"HAEMORRHAGE, UNSPECIFIED"
459.1,POST-PHLEBITIC SYNDROME
459.2,COMPRESSION OF VEIN
459.8,OTHER
459.9,UNSPECIFIED
